imp_age,imp_educat,imp_female,imp_race,sevhard,sevhealthd,spmpov,spmres
35,4,1,1. White Non-Hispanic,0,0,0,108873.88
87,2,1,2. Black Non-Hispanic,0,1,0,99162.477
22,2,1,2. Black Non-Hispanic,1,0,0,74586.836
42,2,0,5. Hispanic,0,0,0,97537.383
36,2,0,2. Black Non-Hispanic,0,0,0,103990.41
49,3,1,2. Black Non-Hispanic,1,0,0,81253.453
54,1,1,5. Hispanic,1,0,0,21009.77
69,4,1,3. Asian Non-Hispanic,0,0,0,423890
33,1,1,2. Black Non-Hispanic,1,1,1,28263.604
49,4,0,2. Black Non-Hispanic,1,1,1,5198.1284
42,1,1,2. Black Non-Hispanic,1,0,1,19776.938
53,4,1,1. White Non-Hispanic,1,1,0,265339.75
76,2,0,1. White Non-Hispanic,0,0,1,9077.6367
35,3,0,2. Black Non-Hispanic,0,0,0,61430.418
51,4,0,1. White Non-Hispanic,1,0,0,122681
63,2,1,2. Black Non-Hispanic,0,0,0,37710.914
34,3,1,5. Hispanic,0,0,0,49553.5
48,1,0,3. Asian Non-Hispanic,1,1,1,4304.563
65,4,0,2. Black Non-Hispanic,1,1,1,19583.848
19,3,0,2. Black Non-Hispanic,0,0,0,78786
46,3,1,5. Hispanic,1,0,0,65408.969
71,4,0,1. White Non-Hispanic,0,0,0,117488.16
40,3,0,4. Other / MultiRacial,0,0,0,84743.797
62,3,1,2. Black Non-Hispanic,0,0,0,33073.078
80,2,1,1. White Non-Hispanic,1,0,0,28670.693
33,4,1,1. White Non-Hispanic,0,0,0,137662.02
20,3,1,4. Other / MultiRacial,0,0,1,21866.924
19,2,0,1. White Non-Hispanic,0,0,0,47256.25
58,4,1,2. Black Non-Hispanic,0,0,0,62661.871
23,4,0,1. White Non-Hispanic,0,0,1,288.03122
35,4,1,1. White Non-Hispanic,0,0,0,114974.95
50,2,1,5. Hispanic,1,1,1,5075
34,3,1,1. White Non-Hispanic,0,0,0,72010.469
31,4,1,4. Other / MultiRacial,0,0,0,135394.56
44,2,1,5. Hispanic,0,0,1,25761.191
45,1,1,5. Hispanic,0,0,0,41634.922
54,4,1,5. Hispanic,0,1,0,38291.461
33,1,1,5. Hispanic,1,0,1,4142.48
65,4,1,1. White Non-Hispanic,1,1,0,35056.75
38,2,1,5. Hispanic,1,0,0,26058.959
58,1,0,3. Asian Non-Hispanic,1,0,0,197060.88
22,2,0,5. Hispanic,1,0,1,0
27,4,1,1. White Non-Hispanic,0,0,0,86463.25
40,4,1,1. White Non-Hispanic,0,0,1,38889.828
44,2,1,5. Hispanic,1,0,0,59920.699
24,3,1,2. Black Non-Hispanic,1,0,1,4785.9058
28,2,1,5. Hispanic,1,0,1,9301.6279
80,4,1,1. White Non-Hispanic,1,0,0,162221.44
26,4,0,1. White Non-Hispanic,0,1,0,291911.75
43,3,1,1. White Non-Hispanic,1,1,0,89796.641
25,4,1,1. White Non-Hispanic,0,0,0,63166.965
49,3,1,1. White Non-Hispanic,1,0,1,18258.33
37,3,1,5. Hispanic,0,1,0,98503.125
60,2,1,2. Black Non-Hispanic,1,1,0,15338.231
25,3,0,2. Black Non-Hispanic,0,0,0,211430
54,2,1,5. Hispanic,0,0,1,30614.789
25,4,1,1. White Non-Hispanic,0,0,0,102056.6
23,4,1,4. Other / MultiRacial,1,0,1,26846.514
67,4,1,2. Black Non-Hispanic,0,0,0,133338.83
31,3,1,3. Asian Non-Hispanic,1,0,1,33473.117
61,4,1,2. Black Non-Hispanic,1,0,0,116799.64
52,2,1,4. Other / MultiRacial,0,1,0,57216.5
29,2,0,1. White Non-Hispanic,1,0,0,70055.922
29,1,1,5. Hispanic,0,0,0,36274.672
39,2,0,5. Hispanic,1,0,1,20352.465
42,4,0,2. Black Non-Hispanic,0,0,1,12916.04
90,4,1,1. White Non-Hispanic,0,0,0,20362.658
84,3,1,1. White Non-Hispanic,0,0,0,63500
48,3,0,2. Black Non-Hispanic,0,0,0,105199.73
89,2,0,5. Hispanic,0,0,0,47400
78,1,1,5. Hispanic,1,1,0,26136.18
76,4,0,2. Black Non-Hispanic,0,1,0,83327.648
82,2,1,1. White Non-Hispanic,0,0,0,103544.16
21,1,1,1. White Non-Hispanic,0,0,0,37057.484
37,3,1,5. Hispanic,0,1,0,37300.949
27,2,1,1. White Non-Hispanic,0,0,0,136354.09
59,3,1,5. Hispanic,1,0,1,16423.039
47,4,1,5. Hispanic,1,0,0,79147.406
34,4,1,5. Hispanic,1,0,0,318295.81
67,4,1,2. Black Non-Hispanic,0,0,0,63000
20,3,1,3. Asian Non-Hispanic,1,0,1,9585.9932
58,3,0,2. Black Non-Hispanic,0,1,1,4870
22,1,1,5. Hispanic,1,0,0,58774.402
30,4,0,1. White Non-Hispanic,0,0,0,43386.25
53,1,1,1. White Non-Hispanic,1,1,1,415
18,3,0,2. Black Non-Hispanic,0,0,1,25621.514
20,3,0,5. Hispanic,0,0,0,72930.219
60,3,1,5. Hispanic,0,0,1,27060.514
35,2,1,5. Hispanic,1,1,0,43898.84
41,2,1,1. White Non-Hispanic,1,1,0,23169.92
66,2,1,1. White Non-Hispanic,0,1,0,17522.064
45,4,1,1. White Non-Hispanic,0,0,0,90237.813
55,2,1,1. White Non-Hispanic,0,0,0,41717
56,3,1,1. White Non-Hispanic,0,0,1,0
57,4,0,1. White Non-Hispanic,0,0,0,149038.98
22,2,0,5. Hispanic,1,0,1,17587.73
54,3,0,2. Black Non-Hispanic,0,0,0,18098.508
53,4,0,2. Black Non-Hispanic,0,1,0,32655.5
28,4,1,1. White Non-Hispanic,0,0,0,423890
69,2,0,1. White Non-Hispanic,1,1,0,64201.031
51,3,1,4. Other / MultiRacial,1,1,1,7765.8677
18,2,1,1. White Non-Hispanic,0,0,0,47803.535
57,4,1,2. Black Non-Hispanic,1,0,0,56294.832
53,1,0,5. Hispanic,1,1,1,6876.9053
28,4,1,4. Other / MultiRacial,0,0,0,91423.25
54,4,0,2. Black Non-Hispanic,1,1,0,20185
53,3,0,5. Hispanic,0,1,0,50157.25
19,3,1,2. Black Non-Hispanic,0,0,1,26354.65
42,1,0,5. Hispanic,1,0,1,15626.822
52,4,0,1. White Non-Hispanic,0,0,0,209802.3
49,4,1,5. Hispanic,1,0,0,39507.898
62,4,0,1. White Non-Hispanic,0,0,0,108207.3
56,2,0,5. Hispanic,1,0,0,51853.832
34,4,1,1. White Non-Hispanic,0,0,0,125417.61
47,4,1,4. Other / MultiRacial,1,1,0,39770.5
26,2,1,5. Hispanic,1,0,0,56156.398
65,2,0,2. Black Non-Hispanic,0,0,0,77034.766
48,1,1,2. Black Non-Hispanic,1,1,1,25930.385
46,4,1,2. Black Non-Hispanic,0,0,0,129456.75
76,1,1,2. Black Non-Hispanic,0,0,0,93832.852
44,3,1,5. Hispanic,1,1,1,15763.729
25,4,0,4. Other / MultiRacial,0,0,0,47276.25
73,2,1,2. Black Non-Hispanic,0,0,0,57773.98
21,3,1,5. Hispanic,0,1,1,34.419998
43,4,0,1. White Non-Hispanic,1,0,0,29548.25
43,4,0,1. White Non-Hispanic,0,0,0,121072.2
27,2,1,4. Other / MultiRacial,0,0,0,56770.57
28,3,0,2. Black Non-Hispanic,0,0,0,18762.91
38,4,1,1. White Non-Hispanic,0,0,0,288025.88
41,4,1,1. White Non-Hispanic,0,0,0,104106.05
18,1,1,2. Black Non-Hispanic,1,0,0,112918.39
57,4,1,1. White Non-Hispanic,1,1,0,56699.902
21,3,0,2. Black Non-Hispanic,0,1,1,0
80,4,1,3. Asian Non-Hispanic,0,0,1,10899.98
23,4,1,3. Asian Non-Hispanic,0,0,0,28574.539
21,3,1,4. Other / MultiRacial,0,0,0,116727.64
65,4,1,5. Hispanic,0,1,0,17789.637
21,2,1,2. Black Non-Hispanic,0,0,0,128664.06
29,4,1,5. Hispanic,1,0,0,162380.91
57,3,0,5. Hispanic,0,0,0,36474.652
52,2,1,2. Black Non-Hispanic,1,0,0,42010.84
70,4,0,1. White Non-Hispanic,0,1,1,0
24,2,1,4. Other / MultiRacial,1,0,0,15299.5
37,4,1,1. White Non-Hispanic,0,0,0,220656.7
28,4,1,4. Other / MultiRacial,0,0,0,66724.602
53,1,0,5. Hispanic,1,1,0,21605.859
27,3,1,2. Black Non-Hispanic,0,0,0,59172.652
65,3,0,1. White Non-Hispanic,0,0,0,83600
40,4,1,5. Hispanic,1,1,0,92784.391
36,1,1,2. Black Non-Hispanic,0,1,1,9646.6836
53,3,1,2. Black Non-Hispanic,0,1,1,24319.744
25,3,1,2. Black Non-Hispanic,0,0,0,49582.395
53,4,1,1. White Non-Hispanic,1,0,0,40329.25
40,4,0,5. Hispanic,0,0,0,119891.2
55,4,0,1. White Non-Hispanic,0,0,0,102331.14
50,3,1,5. Hispanic,1,1,0,99094.852
36,1,1,4. Other / MultiRacial,0,0,0,54654.289
20,2,0,2. Black Non-Hispanic,1,0,0,143467.14
49,4,0,5. Hispanic,0,0,0,126012.45
19,2,1,2. Black Non-Hispanic,1,0,1,3368.6206
46,4,0,1. White Non-Hispanic,0,0,0,113620.9
47,1,1,5. Hispanic,1,1,0,34219.023
69,4,0,1. White Non-Hispanic,0,0,1,8703.9805
60,2,1,2. Black Non-Hispanic,1,0,0,32538.25
40,4,1,1. White Non-Hispanic,0,0,0,74864.742
56,4,1,1. White Non-Hispanic,0,0,0,171922.41
49,4,1,1. White Non-Hispanic,0,0,0,72361
68,1,1,1. White Non-Hispanic,1,1,0,80369.961
57,3,1,1. White Non-Hispanic,0,1,0,22932.674
46,3,1,5. Hispanic,1,0,0,38039.574
19,1,1,5. Hispanic,1,0,0,147370.34
45,4,1,5. Hispanic,0,0,0,53267.25
66,2,1,4. Other / MultiRacial,0,1,0,57266.313
51,2,1,2. Black Non-Hispanic,1,1,1,21839.939
20,3,1,1. White Non-Hispanic,0,0,1,1002.7362
77,3,1,1. White Non-Hispanic,1,0,0,17669.98
66,4,0,2. Black Non-Hispanic,0,0,0,78216
27,3,1,5. Hispanic,0,0,1,5942.6079
68,4,0,2. Black Non-Hispanic,0,0,0,148155.77
34,4,1,1. White Non-Hispanic,0,0,0,148687.14
35,4,0,1. White Non-Hispanic,0,0,0,114638.82
19,2,1,4. Other / MultiRacial,1,0,0,75018.055
58,4,0,3. Asian Non-Hispanic,1,0,0,58816.898
70,4,1,1. White Non-Hispanic,0,0,0,105155.49
49,4,0,2. Black Non-Hispanic,0,0,0,59234.898
32,3,1,2. Black Non-Hispanic,1,0,0,30422.555
67,4,1,2. Black Non-Hispanic,0,0,0,177201.3
65,3,1,5. Hispanic,0,0,0,34151.641
21,3,1,5. Hispanic,1,0,1,4872.7759
35,4,1,1. White Non-Hispanic,1,0,0,291239.31
23,3,1,4. Other / MultiRacial,1,1,0,45996.008
30,3,0,5. Hispanic,1,0,0,14533.481
27,4,0,4. Other / MultiRacial,1,0,0,44613.039
43,3,1,2. Black Non-Hispanic,1,0,0,156356.47
48,1,1,5. Hispanic,1,0,0,23272.686
70,4,0,5. Hispanic,0,1,0,161042.7
26,2,0,2. Black Non-Hispanic,1,0,1,23007.701
22,1,0,5. Hispanic,0,0,1,14875.279
62,4,1,1. White Non-Hispanic,0,0,0,69621
33,4,0,5. Hispanic,1,0,0,34889.25
47,4,1,4. Other / MultiRacial,1,0,0,117311
54,3,1,2. Black Non-Hispanic,1,0,0,70790.406
27,2,1,2. Black Non-Hispanic,0,0,0,42909.418
48,2,0,2. Black Non-Hispanic,0,0,0,38163.559
69,1,0,5. Hispanic,0,0,0,54551.949
60,3,0,1. White Non-Hispanic,0,0,1,103.37643
20,2,0,5. Hispanic,0,0,0,67982.438
64,1,0,5. Hispanic,1,1,1,15187.2
48,4,0,2. Black Non-Hispanic,0,0,0,103291.75
49,3,1,2. Black Non-Hispanic,1,0,1,26560
52,4,0,1. White Non-Hispanic,0,0,0,164380.88
64,4,0,1. White Non-Hispanic,0,0,0,296250.06
27,3,0,2. Black Non-Hispanic,0,0,0,76039.203
45,4,0,2. Black Non-Hispanic,0,0,1,6864.6167
80,1,0,5. Hispanic,0,0,1,30999.789
40,2,1,2. Black Non-Hispanic,1,1,0,60371.848
26,1,0,2. Black Non-Hispanic,1,0,1,27340.447
30,3,1,4. Other / MultiRacial,0,0,0,58833.379
38,4,0,4. Other / MultiRacial,1,0,1,75
64,2,1,1. White Non-Hispanic,0,0,0,66258.898
32,1,0,5. Hispanic,0,0,1,18359.49
28,3,1,2. Black Non-Hispanic,1,0,0,64726.5
36,4,0,3. Asian Non-Hispanic,0,1,0,282353.5
55,3,0,1. White Non-Hispanic,0,0,0,77151.797
59,4,1,1. White Non-Hispanic,1,0,0,81529.133
23,3,1,2. Black Non-Hispanic,0,0,0,50273.445
62,3,0,3. Asian Non-Hispanic,0,0,0,62316.5
57,4,1,1. White Non-Hispanic,0,1,0,104743.16
50,2,0,5. Hispanic,1,0,0,72491.055
46,3,1,1. White Non-Hispanic,0,0,0,81238.18
41,3,1,5. Hispanic,0,1,1,36900
19,1,0,3. Asian Non-Hispanic,1,1,0,177580.34
60,4,0,5. Hispanic,0,0,0,218151.72
22,1,1,3. Asian Non-Hispanic,0,0,0,29336.01
51,1,0,2. Black Non-Hispanic,1,1,0,30861.686
58,4,0,1. White Non-Hispanic,0,0,0,45819.25
40,4,0,1. White Non-Hispanic,0,0,0,113490.3
85,4,0,1. White Non-Hispanic,0,0,0,186000
37,2,1,3. Asian Non-Hispanic,0,0,0,134800.28
42,4,1,3. Asian Non-Hispanic,0,0,0,41110.25
91,4,0,2. Black Non-Hispanic,0,1,0,113620
34,1,0,5. Hispanic,1,0,1,15099.75
53,1,1,2. Black Non-Hispanic,1,1,0,21161.596
54,1,0,1. White Non-Hispanic,0,1,1,13906.86
65,2,1,2. Black Non-Hispanic,1,1,1,24448.029
60,2,1,2. Black Non-Hispanic,0,0,1,19233.557
56,2,0,1. White Non-Hispanic,0,0,0,159027.33
53,4,1,5. Hispanic,0,0,1,33965.934
37,4,1,5. Hispanic,0,0,1,24821.125
54,3,1,2. Black Non-Hispanic,0,0,0,64807.273
55,4,0,1. White Non-Hispanic,0,0,0,133346.17
73,3,0,2. Black Non-Hispanic,1,0,0,35550
21,2,0,5. Hispanic,1,0,1,15188.854
67,1,0,5. Hispanic,1,1,0,36094.164
67,1,1,5. Hispanic,0,1,1,3599.98
88,2,0,1. White Non-Hispanic,0,0,1,4800
75,4,1,1. White Non-Hispanic,0,0,0,271685.81
70,4,1,5. Hispanic,0,1,0,34433.027
83,1,1,2. Black Non-Hispanic,0,0,0,29025.504
50,3,0,2. Black Non-Hispanic,1,0,0,23702.5
43,2,0,2. Black Non-Hispanic,1,0,1,5805
59,1,1,4. Other / MultiRacial,0,0,1,0
57,2,0,5. Hispanic,1,0,0,43307.332
18,2,1,2. Black Non-Hispanic,0,0,0,105838.95
66,1,1,2. Black Non-Hispanic,1,0,0,30077.035
66,4,1,1. White Non-Hispanic,0,0,0,110473.83
19,2,0,5. Hispanic,0,0,1,15963.111
42,4,1,2. Black Non-Hispanic,0,0,0,53340.77
51,1,1,5. Hispanic,1,1,0,24409
22,4,0,1. White Non-Hispanic,0,0,0,132887.22
33,3,0,2. Black Non-Hispanic,1,1,0,35964.07
85,1,1,5. Hispanic,0,1,1,10778.023
62,3,1,5. Hispanic,1,0,1,10809.69
34,4,1,1. White Non-Hispanic,0,0,0,156819.64
21,2,0,2. Black Non-Hispanic,0,0,0,36052.422
45,4,1,1. White Non-Hispanic,0,0,0,172610.61
18,1,1,5. Hispanic,0,0,0,51217.773
57,3,0,5. Hispanic,1,0,0,239181.44
38,3,0,4. Other / MultiRacial,0,0,0,25278.25
55,3,1,5. Hispanic,0,1,0,95870.117
65,4,0,1. White Non-Hispanic,0,0,0,77008.508
20,2,0,2. Black Non-Hispanic,0,0,0,47693.141
57,1,1,2. Black Non-Hispanic,1,1,0,26292.115
61,3,1,4. Other / MultiRacial,0,0,0,82318.992
52,2,1,1. White Non-Hispanic,0,0,0,262568.75
22,3,1,2. Black Non-Hispanic,1,0,0,132420.58
18,3,1,5. Hispanic,1,1,1,5855.2681
66,4,1,2. Black Non-Hispanic,0,0,0,109610.79
39,3,1,5. Hispanic,1,0,0,77870.984
50,3,1,2. Black Non-Hispanic,1,0,0,69250.313
47,3,1,2. Black Non-Hispanic,1,1,1,16790.506
55,4,0,1. White Non-Hispanic,1,1,0,65189.73
56,4,0,1. White Non-Hispanic,0,1,0,112275.99
35,4,1,1. White Non-Hispanic,0,1,0,77064.023
50,4,1,1. White Non-Hispanic,0,1,0,25526.732
30,2,1,2. Black Non-Hispanic,0,0,1,848.84601
70,4,1,3. Asian Non-Hispanic,1,0,1,18221.1
24,3,1,5. Hispanic,0,1,0,39544.57
32,4,1,2. Black Non-Hispanic,1,0,1,22575.471
18,1,0,4. Other / MultiRacial,0,0,0,64075.336
63,1,1,5. Hispanic,1,1,0,25199.152
64,4,1,1. White Non-Hispanic,1,0,1,13075
20,3,0,1. White Non-Hispanic,1,0,0,132783.66
29,2,0,2. Black Non-Hispanic,0,0,0,96496.625
41,3,0,5. Hispanic,1,1,1,24.52
38,4,1,2. Black Non-Hispanic,0,0,0,64287.25
66,4,1,1. White Non-Hispanic,0,1,0,128917.9
43,2,1,2. Black Non-Hispanic,1,0,1,25194.133
35,2,1,2. Black Non-Hispanic,1,0,0,32833.898
32,3,1,1. White Non-Hispanic,0,0,1,36818.742
66,1,1,5. Hispanic,0,1,1,601.22784
38,3,1,2. Black Non-Hispanic,0,1,0,20883.402
23,4,0,1. White Non-Hispanic,0,0,0,304298.25
29,3,1,2. Black Non-Hispanic,1,0,0,52038.602
26,3,1,5. Hispanic,1,0,0,36137.27
50,1,1,5. Hispanic,1,0,0,33186.387
