imp_billindsev,imp_educat,imp_female,imp_financindsev,imp_foodindsev,imp_houseindsev,imp_race,q4r_age,r_age,sevhard,sevhealthd,spmpov,spmres,q4foodindsev,q4houseindsev,q4billindsev,q4financindsev,q4sevhard,q4spmres,q4spmpov,qweight_p,qweight_pu,q8r_age,q8sevhealthd,q8foodindsev,q8houseindsev,q8billindsev,q8financindsev,q8sevhard,q8spmres,q8spmpov
0,1,0,0,0,0,1. White Non-Hispanic,,50,0,1,0,207400,,,,,,,,7821,3910,,,,,,,,,
0,4,0,1,0,0,1. White Non-Hispanic,51,50,1,0,0,45509.051,0,1,0,0,1,17344.75,0,9281,9281,52,0,0,1,0,0,1,18986.221,0
0,4,1,0,0,0,5. Hispanic,,25,0,0,1,11187.279,,,,,,,,11165,11165,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,,62,0,0,1,15667.5,,,,,,,,955,478,,,,,,,,,
1,3,1,0,0,0,5. Hispanic,36,35,1,0,0,153413.69,0,0,0,0,1,70899.625,0,558,558,37,0,0,0,0,0,0,62969.117,0
0,3,0,0,0,0,1. White Non-Hispanic,,49,0,0,0,55540.059,,,,,,,,939,470,,,,,,,,,
0,2,1,0,0,0,1. White Non-Hispanic,20,,1,0,0,30391.328,0,0,0,0,1,43923.852,0,2263,1132,22,0,0,1,0,0,1,144805.47,0
0,2,1,0,0,0,2. Black Non-Hispanic,19,18,0,0,0,105838.95,0,0,0,0,0,105369.21,0,1335,267,21,0,0,0,0,0,0,4667.8335,1
0,1,1,0,1,0,5. Hispanic,,33,1,0,1,28168.547,,,,,,,,1365,455,,,,,,,,,
0,3,0,0,0,0,4. Other / MultiRacial,49,47,0,0,0,105533.2,0,0,0,0,0,100902.09,0,668,668,50,0,0,0,0,0,0,131055.95,0
0,4,1,0,0,0,1. White Non-Hispanic,,44,0,0,0,38419.664,,,,,,,,1149,574,,,,,,,,,
0,3,1,0,0,0,2. Black Non-Hispanic,20,19,0,0,1,26354.65,0,0,0,0,0,2977.6423,1,28734,7184,21,0,0,0,1,0,1,41470.004,1
0,3,0,0,0,0,2. Black Non-Hispanic,22,21,0,1,1,-10,1,0,0,1,1,7945.0557,1,10430,10430,24,0,0,0,0,0,0,275.15112,1
0,3,1,0,0,0,5. Hispanic,,45,0,0,0,207400,,,,,,,,3501,1167,,,,,,,,,
0,1,1,0,0,0,5. Hispanic,,45,0,0,0,41634.922,,,,,,,,4154,2077,,,,,,,,,
0,1,0,0,0,0,1. White Non-Hispanic,60,59,0,0,0,119016,0,0,0,0,0,121733.97,0,6385,3192,61,0,0,0,0,0,0,90459.93,0
1,1,1,1,0,0,5. Hispanic,,57,1,1,1,10579.153,,,,,,,,1555,1555,,,,,,,,,
1,2,0,0,1,0,5. Hispanic,,21,1,0,1,15188.854,,,,,,,,3841,1920,,,,,,,,,
0,4,1,0,0,0,5. Hispanic,,,0,0,0,112555.7,,,,,,,,1048,1048,33,0,0,0,0,0,0,124574.38,0
1,3,1,1,0,1,2. Black Non-Hispanic,,24,1,0,1,4785.9058,,,,,,,,1122,1122,,,,,,,,,
0,3,1,0,0,0,5. Hispanic,22,20,0,0,1,19251.652,0,0,0,0,0,25227.551,1,23701,7900,23,0,0,0,0,0,0,36875.168,0
0,1,0,0,0,0,5. Hispanic,46,45,0,0,0,15398.75,0,0,0,0,0,12626.375,1,31949,31949,47,0,0,0,0,0,0,63043.223,0
0,4,1,1,0,1,5. Hispanic,32,31,1,0,0,49772.535,0,0,0,0,1,53358.383,0,1117,372,33,0,0,0,0,0,0,55108.934,0
0,2,1,0,0,0,1. White Non-Hispanic,56,56,0,1,0,28795.568,0,0,0,0,0,27709.201,1,971,324,58,1,0,0,0,0,0,16378.488,1
0,4,1,0,0,0,1. White Non-Hispanic,48,46,0,0,0,77694.5,0,0,1,0,1,39471.242,0,2667,667,,0,0,0,0,0,0,172110.28,0
0,4,0,0,0,0,3. Asian Non-Hispanic,40,36,0,0,0,120946.15,0,0,0,0,0,65080.602,0,30791,15396,38,0,0,0,0,0,0,115894.32,0
0,3,1,0,0,0,1. White Non-Hispanic,,62,0,0,0,181721.38,,,,,,,,9630,2408,,,,,,,,,
1,1,1,1,1,0,2. Black Non-Hispanic,46,45,1,0,1,13894.043,0,0,1,0,1,16441.18,0,2566,2566,47,1,1,0,1,1,1,24099.42,0
1,3,1,0,0,0,3. Asian Non-Hispanic,21,20,1,0,1,9585.9932,0,0,0,0,1,18421.385,0,2581,2581,22,0,0,0,1,1,1,43227.93,0
0,4,0,0,0,0,3. Asian Non-Hispanic,,45,0,0,0,25663.25,,,,,,,,2396,2396,,,,,,,,,
1,2,1,0,0,0,5. Hispanic,20,19,1,1,0,105068.17,0,0,1,0,1,49205.172,0,3337,1668,21,1,0,0,0,0,0,41062.43,0
1,2,0,1,1,1,2. Black Non-Hispanic,28,27,1,0,1,3764.73,1,1,1,0,1,119146.19,0,1078,539,,,,,,,,,
0,4,1,0,0,0,5. Hispanic,27,26,0,0,0,135732.25,0,0,0,0,0,119683.5,0,4734,2367,28,0,0,0,0,0,0,175661.13,0
1,3,1,0,1,0,5. Hispanic,,18,1,1,1,5855.2681,,,,,,,,1254,418,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,43,42,0,0,0,207400,0,0,0,0,0,172980.25,0,2901,967,44,0,0,0,0,0,0,65173.246,0
0,4,0,0,0,0,1. White Non-Hispanic,,35,0,0,0,207400,,,,,,,,1673,836,,,,,,,,,
1,2,1,0,0,0,5. Hispanic,25,24,1,0,1,14940.8,0,0,0,0,0,25875.301,0,1324,1324,26,0,1,0,0,1,1,62631.043,0
0,2,0,0,0,0,1. White Non-Hispanic,47,47,1,1,1,10441.465,0,0,0,0,1,21679.25,0,37212,37212,48,1,0,0,0,0,0,11973.39,1
1,1,1,1,1,0,2. Black Non-Hispanic,57,56,1,1,0,19377.523,0,0,0,0,0,27149.859,0,1237,1237,58,1,0,0,0,1,1,11355,1
0,2,0,0,0,0,5. Hispanic,45,43,0,0,0,62391.227,0,0,0,0,0,29864.674,1,13179,6590,,,,,,,,,
0,4,1,0,0,0,3. Asian Non-Hispanic,54,54,0,0,0,69951.5,0,0,0,0,0,36714.25,0,2429,810,56,0,0,0,0,0,0,199058.25,0
0,4,0,0,0,0,3. Asian Non-Hispanic,,35,0,0,0,207400,,,,,,,,3790,1895,,,,,,,,,
0,3,1,1,0,0,2. Black Non-Hispanic,35,33,1,0,0,45507.711,0,0,1,0,1,39964.352,0,1026,1026,35,0,0,0,0,0,0,23886.209,1
0,4,0,0,0,0,1. White Non-Hispanic,,35,0,0,0,62086.445,,,,,,,,1636,818,,,,,,,,,
0,3,1,0,0,0,1. White Non-Hispanic,,24,0,0,1,17468.391,,,,,,,,11092,5546,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,69,68,0,0,0,67700,0,0,0,0,0,93101.469,0,1281,256,71,0,0,0,0,0,0,124720.46,0
0,3,0,0,0,0,3. Asian Non-Hispanic,,29,0,0,0,31655.689,,,,,,,,37212,37212,,,,,,,,,
0,2,0,0,0,0,2. Black Non-Hispanic,52,51,0,1,1,2538.8999,1,0,0,1,1,12159.938,1,1705,1705,53,0,0,0,0,1,1,14580,1
0,2,1,0,0,0,2. Black Non-Hispanic,,43,0,0,0,26148.551,,,,,,,,18946,18946,,,,,,,,,
0,3,0,0,0,0,5. Hispanic,,24,0,0,0,20540.916,,,,,,,,16874,8437,,,,,,,,,
0,2,1,1,0,0,2. Black Non-Hispanic,,53,1,1,1,15042.98,,,,,,,,17110,5703,,,,,,,,,
0,2,1,1,1,0,1. White Non-Hispanic,,59,1,1,1,3094.8445,,,,,,,,1996,1996,,,,,,,,,
0,3,0,0,0,0,4. Other / MultiRacial,,38,0,0,0,25278.25,,,,,,,,1377,1377,41,0,0,0,0,0,0,57305.004,0
0,4,1,0,0,0,1. White Non-Hispanic,47,46,0,0,0,100229.46,0,0,0,0,0,209057.91,0,1320,660,48,0,0,0,0,0,0,206718.41,0
0,3,0,1,0,0,1. White Non-Hispanic,,47,1,0,0,53928.25,,,,,,,,17173,8586,,,,,,,,,
0,3,1,1,0,0,2. Black Non-Hispanic,59,57,1,1,1,29754.609,0,0,1,0,1,29284.404,1,3964,991,59,1,0,0,0,0,1,46546.5,1
0,4,0,0,0,0,5. Hispanic,,39,0,0,0,77939.898,,,,,,,,9178,9178,42,0,0,0,0,0,0,160882.52,0
0,2,0,0,0,0,1. White Non-Hispanic,,57,0,1,0,102818.09,,,,,,,,2625,1312,,,,,,,,,
0,3,0,0,0,0,2. Black Non-Hispanic,22,21,0,0,0,25018.408,1,1,0,1,1,17313.584,1,14043,7022,,0,1,0,0,1,1,9480.5,1
0,3,1,0,0,0,5. Hispanic,,41,0,1,1,36900,,,,,,,,23684,5921,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,58,57,0,0,0,101344.21,0,0,0,0,0,62456.5,0,9435,4718,59,0,0,0,0,0,0,14394.45,1
1,2,0,1,0,0,2. Black Non-Hispanic,59,58,1,1,0,21322.523,0,0,0,1,1,24538.109,0,16859,16859,60,1,0,0,0,1,1,24438.688,0
0,3,1,1,0,0,2. Black Non-Hispanic,60,59,1,0,0,45025.422,0,0,0,0,1,209057.91,0,6469,2156,61,0,0,0,0,0,1,63073.477,0
0,3,1,0,0,0,1. White Non-Hispanic,81,80,0,0,1,-4843.5737,0,0,0,0,0,77745.148,0,14677,7338,83,0,0,0,0,0,1,69702.625,0
0,4,1,0,0,0,1. White Non-Hispanic,61,60,0,0,0,84181.25,0,0,0,0,0,135971.86,0,2125,2125,60,0,0,0,0,0,0,47934.43,0
0,1,1,0,0,0,2. Black Non-Hispanic,83,77,0,0,0,79737.586,0,0,0,0,0,48598.172,0,8550,8550,80,0,0,0,0,0,0,42209,0
0,4,0,0,0,0,2. Black Non-Hispanic,77,76,0,1,0,83327.648,0,0,0,0,0,64884.215,0,6550,3275,78,1,0,0,0,0,0,69029.141,0
0,4,1,0,0,0,1. White Non-Hispanic,38,37,0,0,0,53957,0,0,0,0,0,106418.25,0,3512,1756,,,,,,,,,
0,2,1,0,0,0,1. White Non-Hispanic,84,85,0,0,0,71447.188,0,0,0,0,0,37502.984,0,8109,8109,87,0,0,0,0,0,0,10324.65,1
0,1,1,0,0,1,2. Black Non-Hispanic,,57,1,1,1,28469.76,,,,,,,,12045,6022,,,,,,,,,
1,3,1,1,0,0,2. Black Non-Hispanic,,40,1,0,1,24930.576,1,0,1,0,1,103703.07,0,10743,5372,,,,,,,,,
0,3,1,0,0,0,2. Black Non-Hispanic,25,24,0,0,0,207400,0,0,1,0,1,75340.164,0,9261,3087,25,0,0,0,0,0,1,3585.238,1
0,3,0,0,0,0,1. White Non-Hispanic,,45,0,0,0,78294.07,,,,,,,,5324,2662,,,,,,,,,
0,2,1,0,0,0,2. Black Non-Hispanic,73,72,0,0,0,22390.152,0,0,0,0,0,60005.652,0,3813,3813,74,0,0,0,0,0,0,80852.492,0
0,1,1,0,0,0,2. Black Non-Hispanic,,70,0,1,0,53392.742,,,,,,,,8550,8550,,,,,,,,,
0,3,1,0,0,0,1. White Non-Hispanic,,72,0,0,1,15058.578,,,,,,,,15448,7724,,,,,,,,,
0,3,1,0,0,1,2. Black Non-Hispanic,,62,1,1,0,49143.863,,,,,,,,5455,5455,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,48,47,0,0,0,47002.758,0,0,0,0,0,9130.9219,1,3348,1674,49,0,0,0,0,0,0,56981.254,0
0,4,1,1,0,0,2. Black Non-Hispanic,62,61,1,0,0,116799.64,0,0,0,0,1,27931.051,1,5241,1310,63,0,0,0,0,0,1,39035.879,0
0,2,1,0,0,0,2. Black Non-Hispanic,48,47,0,0,0,119100,0,0,0,0,0,45473.07,0,11019,3673,49,0,0,0,0,0,0,30146.227,0
0,1,0,0,0,0,5. Hispanic,,46,0,0,0,56245,,,,,,,,26477,8826,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,68,67,0,0,0,63000,0,0,0,0,0,122471.75,0,2974,2974,69,0,0,0,0,0,0,64901.129,0
0,3,1,0,0,0,4. Other / MultiRacial,,61,0,0,0,82318.992,,,,,,,,7119,3560,,,,,,,,,
0,3,0,1,0,0,5. Hispanic,,24,1,0,0,43107.949,,,,,,,,9759,3253,,,,,,,,,
0,4,0,0,0,0,2. Black Non-Hispanic,53,53,0,1,0,32655.5,0,0,0,1,1,32671.33,0,2625,2625,54,1,0,0,0,1,1,27126.73,0
0,4,0,0,0,0,2. Black Non-Hispanic,63,61,0,1,0,49947,0,0,0,0,0,41691,0,5640,2820,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,,50,0,0,0,61338.059,,,,,,,,4040,2020,,,,,,,,,
0,3,1,0,0,0,1. White Non-Hispanic,57,56,0,0,1,0,0,0,0,0,0,-12990.055,1,3327,3327,58,0,0,0,0,0,0,-307.53583,1
0,4,1,1,1,0,2. Black Non-Hispanic,,52,1,0,1,58779.859,,,,,,,,2390,341,,,,,,,,,
1,1,1,1,0,0,2. Black Non-Hispanic,,33,1,1,1,28263.604,,,,,,,,24000,24000,36,1,0,0,1,0,1,42903.707,0
0,4,1,0,0,0,1. White Non-Hispanic,57,56,0,0,0,39226.512,0,0,0,0,0,32402.084,0,9860,9860,58,0,0,0,0,0,0,202202,0
0,4,1,0,0,0,1. White Non-Hispanic,71,70,0,1,0,44415.328,0,0,0,0,0,172051.19,0,1776,888,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,67,66,0,0,0,110473.83,0,0,0,0,0,82091.039,0,2782,1391,68,0,0,0,0,0,0,133069.23,0
0,4,1,0,0,0,3. Asian Non-Hispanic,,30,0,0,0,45263.25,,,,,,,,19667,19667,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,57,54,1,0,0,66820.141,0,0,0,0,0,48728.047,0,4040,2020,60,1,0,0,0,0,1,97593.273,0
0,4,1,0,0,0,2. Black Non-Hispanic,,39,0,0,0,43305.984,,,,,,,,2770,2770,,,,,,,,,
0,1,1,0,0,0,2. Black Non-Hispanic,76,75,0,1,0,36217.063,0,0,0,0,0,46360.73,0,5799,5799,77,1,0,0,0,0,0,23648.23,0
0,4,0,0,0,0,4. Other / MultiRacial,76,75,0,0,0,131269.64,0,0,0,0,0,99084.914,0,1816,908,77,1,0,0,0,0,0,151426.05,0
0,4,1,0,0,0,1. White Non-Hispanic,,65,0,0,0,108199.23,0,0,0,0,0,161525.75,0,7658,3829,67,0,0,0,0,0,0,86173.891,0
0,4,1,0,0,0,2. Black Non-Hispanic,44,43,0,0,0,207400,0,0,0,0,0,162693.05,0,2503,2503,45,0,0,0,0,0,0,166645.55,0
0,3,1,1,1,0,5. Hispanic,47,46,1,0,0,38039.574,0,0,0,0,0,5535.231,1,9077,4538,48,0,0,0,0,0,0,11818.851,1
1,4,1,0,0,0,2. Black Non-Hispanic,63,62,1,0,0,51783.965,0,0,0,0,0,112373.27,0,15630,3908,65,0,0,0,0,0,0,69761,0
0,4,1,0,0,0,1. White Non-Hispanic,,28,0,0,0,188167.42,,,,,,,,2276,1138,,,,,,,,,
0,2,1,0,0,0,1. White Non-Hispanic,45,44,0,0,0,83963.734,0,0,0,0,0,197897.19,0,14203,7102,46,0,0,0,0,0,0,59688.355,0
0,4,1,0,0,0,1. White Non-Hispanic,34,33,0,0,0,73979.703,0,0,0,0,0,147149.7,0,18876,9438,36,0,0,0,0,0,0,133078.22,0
0,3,1,0,0,1,5. Hispanic,,,1,0,0,74574.203,,,,,,,,3185,3185,,,,,,,,,
0,2,1,1,1,0,2. Black Non-Hispanic,38,37,1,0,0,98164.086,0,0,0,1,1,82489.328,0,10310,3437,,0,0,0,0,1,1,37838.742,1
0,4,1,0,0,0,2. Black Non-Hispanic,46,45,1,0,0,45922.25,0,0,0,0,1,55316.379,0,1825,912,40,0,0,0,0,0,1,32052.818,1
0,3,0,1,1,0,5. Hispanic,,60,1,0,0,24741.25,,,,,,,,9440,9440,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,65,64,0,0,0,72488.078,0,0,0,0,0,-9821.9502,1,7103,7103,66,0,0,0,0,0,0,12894.04,1
0,4,1,0,0,0,1. White Non-Hispanic,,33,0,0,0,137662.02,,,,,,,,5564,2782,,,,,,,,,
1,3,1,1,1,1,1. White Non-Hispanic,,63,1,1,1,27299.633,,,,,,,,12344,6172,,,,,,,,,
0,3,0,0,0,0,5. Hispanic,21,20,0,0,0,116537.69,0,0,0,0,0,87570.5,0,9914,3305,22,0,0,0,0,0,0,25641.314,1
0,4,1,0,0,0,1. White Non-Hispanic,60,59,0,0,0,40000,0,0,0,0,0,48322.066,0,5959,5959,61,0,0,0,0,0,0,62430.41,0
0,4,0,0,0,0,4. Other / MultiRacial,42,40,0,0,0,89429.031,0,0,0,0,0,209057.91,0,2298,2298,42,0,0,0,0,0,0,75113.695,0
0,4,1,0,0,0,2. Black Non-Hispanic,38,37,0,0,0,178032.67,0,0,0,0,1,84633.539,0,5875,2938,39,0,0,0,0,0,0,114124.7,0
1,4,0,1,0,0,1. White Non-Hispanic,57,55,1,0,0,38638.25,1,1,1,0,1,9844.4561,1,10024,10024,55,0,0,0,1,0,1,40842.82,0
0,4,1,0,0,0,1. White Non-Hispanic,67,66,0,1,0,139174.25,0,0,0,0,0,81166.602,0,1138,1138,68,0,0,0,0,0,0,98616.211,0
0,3,1,0,0,0,2. Black Non-Hispanic,57,56,0,0,0,133279.58,0,0,0,0,0,86422.852,0,4761,2380,57,1,0,0,0,0,,50623.199,0
0,1,1,0,0,0,5. Hispanic,21,19,0,0,0,84616.43,0,0,0,0,0,42632.766,0,37212,12404,,,,,,,,,
0,4,0,0,0,0,3. Asian Non-Hispanic,,60,0,0,0,111097.3,,,,,,,,8117,4058,,,,,,,,,
1,1,1,1,1,0,5. Hispanic,48,47,1,1,0,34219.023,0,0,0,1,1,53731.879,0,15768,15768,49,1,0,0,1,1,1,12589.98,1
0,4,1,1,1,0,5. Hispanic,61,59,1,1,0,75767.063,0,0,0,0,0,15591,1,8643,4322,62,1,0,0,0,0,1,23015,0
0,4,1,0,0,0,2. Black Non-Hispanic,68,66,0,0,0,41428.609,0,0,0,0,0,86310.016,0,3272,1636,68,1,0,0,0,0,0,206718.41,0
0,3,1,0,0,0,1. White Non-Hispanic,51,48,1,1,1,17463.568,0,0,0,0,0,49914.977,0,14786,4929,,0,0,0,0,0,0,66760.117,0
0,2,1,1,1,0,2. Black Non-Hispanic,54,53,1,1,0,19151.773,0,0,0,0,0,21272.895,0,1685,1685,55,1,0,0,0,0,0,26004.957,0
0,1,0,0,1,0,4. Other / MultiRacial,51,50,1,1,1,13160.056,0,0,0,1,1,22182.73,0,6096,6096,50,1,0,0,0,0,0,30632.23,0
0,4,1,1,0,1,1. White Non-Hispanic,58,57,1,1,0,56699.902,1,1,0,1,1,52988.934,0,1636,818,59,1,1,1,0,1,1,67444.992,0
0,3,1,1,1,0,3. Asian Non-Hispanic,53,52,1,0,0,90520.383,1,0,0,1,1,34215.973,0,6876,3438,54,1,1,0,0,1,1,12268.473,1
0,4,1,0,0,0,2. Black Non-Hispanic,,69,1,0,0,81568.711,,,,,,,,3852,1926,,,,,,,,,
0,3,1,0,0,0,4. Other / MultiRacial,,30,0,0,0,58833.379,,,,,,,,1748,874,32,0,0,0,0,1,1,46967.152,0
0,4,1,0,0,0,5. Hispanic,57,56,0,0,0,67410.5,0,0,0,0,0,62745.371,0,2188,729,58,0,0,0,0,0,0,85490.148,0
0,3,1,0,0,0,5. Hispanic,,20,0,0,0,70873.469,,,,,,,,2981,1490,,,,,,,,,
0,2,1,1,0,0,5. Hispanic,,31,1,0,0,45028.969,,,,,,,,2093,2093,,,,,,,,,
0,4,0,0,0,0,3. Asian Non-Hispanic,,42,1,0,0,124447.22,,,,,,,,6624,3312,,,,,,,,,
0,4,0,0,0,0,2. Black Non-Hispanic,67,66,0,1,0,39605.109,0,0,1,0,1,15183.873,0,3332,3332,68,1,0,0,0,0,0,17146.018,0
0,4,0,0,0,0,2. Black Non-Hispanic,43,42,0,0,1,12916.04,0,0,0,0,0,110152.38,0,1701,1701,44,0,0,0,0,0,0,98931.984,0
0,4,1,0,0,0,5. Hispanic,36,35,0,0,0,55974.609,0,0,0,0,0,70014.25,0,2536,2536,37,0,0,0,0,0,0,58843.969,0
0,3,1,0,0,0,1. White Non-Hispanic,,,0,0,0,43410.75,,,,,,,,11278,11278,,,,,,,,,
0,2,1,0,0,0,1. White Non-Hispanic,38,37,0,0,1,21885.684,0,0,0,0,0,22465.098,1,6577,3288,39,0,0,0,0,0,0,3611.5989,1
1,3,0,0,0,0,4. Other / MultiRacial,54,53,1,0,1,20179.1,0,0,1,0,1,81469.25,0,9853,2463,55,0,0,0,1,1,1,66301,0
0,4,0,0,0,0,4. Other / MultiRacial,,46,0,0,0,207400,,,,,,,,1291,646,,,,,,,,,
0,4,1,0,0,0,5. Hispanic,31,30,0,1,0,60131.168,0,0,0,0,1,75057.281,0,2389,1194,,,,,,,,,
1,3,1,1,1,0,1. White Non-Hispanic,61,58,1,1,0,104776,1,0,1,1,1,17685,0,14083,14083,60,1,1,0,1,1,1,17823,0
0,3,1,0,1,0,2. Black Non-Hispanic,69,68,1,1,0,15161.11,0,0,0,0,0,113548.73,0,6984,6984,70,1,0,0,0,0,0,3660.5002,1
0,4,1,0,0,0,3. Asian Non-Hispanic,36,35,0,0,0,207400,0,0,0,0,0,209057.91,0,21817,10908,37,0,0,0,0,0,0,206718.41,0
0,1,0,0,0,0,1. White Non-Hispanic,,64,0,1,0,18654.273,,,,,,,,9849,9849,,,,,,,,,
1,3,1,1,0,0,2. Black Non-Hispanic,,49,1,0,1,19091.73,,,,,,,,5339,2670,,,,,,,,,
0,1,0,0,0,0,2. Black Non-Hispanic,,58,0,0,0,35851.836,,,,,,,,12589,6294,,,,,,,,,
0,3,0,0,0,0,5. Hispanic,,42,0,0,0,105891.71,,,,,,,,20249,6750,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,,28,0,0,0,90348.25,,,,,,,,18876,9438,,,,,,,,,
0,3,1,0,0,0,2. Black Non-Hispanic,40,39,0,0,1,32603.176,0,0,0,0,0,38209.086,1,2051,684,41,0,0,0,0,0,0,41798.262,0
0,2,1,0,0,0,2. Black Non-Hispanic,52,51,0,0,0,55652.18,0,0,0,0,0,72318.5,0,3487,872,,0,0,0,0,0,0,103499.95,0
0,1,1,1,1,0,5. Hispanic,,33,1,0,1,4142.48,,,,,,,,13719,13719,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,49,48,0,0,0,85006.398,0,0,0,0,0,88974.5,0,5545,5545,50,0,0,0,0,0,0,91552.93,0
0,3,1,0,0,0,1. White Non-Hispanic,41,40,1,0,0,43855.75,0,0,0,0,0,29730.297,0,1403,1403,42,0,0,1,1,0,1,206718.41,0
1,3,1,1,1,0,1. White Non-Hispanic,,43,1,0,0,160700,,,,,,,,16020,8010,,,,,,,,,
0,1,1,1,1,0,2. Black Non-Hispanic,,53,1,1,0,21161.596,,,,,,,,3896,3896,55,1,0,0,0,0,0,20822.082,0
0,4,0,0,0,0,2. Black Non-Hispanic,,56,0,0,0,127317.3,,,,,,,,8361,2787,59,0,0,0,0,0,0,185256.61,0
0,3,0,0,0,0,2. Black Non-Hispanic,28,29,0,0,0,44819.5,1,0,0,0,1,25843.801,0,3699,1850,29,0,0,0,0,0,1,2118.9912,1
0,4,1,1,0,1,1. White Non-Hispanic,60,59,1,0,0,81529.133,0,0,0,0,0,50937.25,0,7103,7103,62,0,0,0,0,1,1,48026.496,0
0,4,0,0,0,0,1. White Non-Hispanic,,26,0,1,0,207400,,,,,,,,26951,13476,,,,,,,,,
0,1,0,1,1,0,4. Other / MultiRacial,66,65,1,1,0,18566.389,0,0,0,0,0,9432,1,7770,7770,67,0,0,0,0,1,1,119573.81,0
0,4,0,0,0,0,2. Black Non-Hispanic,70,69,0,1,0,126193.13,0,0,0,0,0,67869,0,4270,2135,71,0,0,0,0,0,0,79255.648,0
0,4,1,0,0,0,4. Other / MultiRacial,,60,0,1,1,-2487.8708,,,,,,,,2238,1119,,,,,,,,,
0,1,0,0,0,0,5. Hispanic,83,82,0,0,0,20713.043,0,0,0,0,0,25451.359,0,7604,7604,84,1,0,0,0,0,0,23899.359,0
0,4,1,0,0,0,5. Hispanic,,37,0,0,0,42883.602,,,,,,,,4353,2176,39,1,0,0,0,0,1,43001.176,0
0,3,1,1,0,0,2. Black Non-Hispanic,30,29,1,0,0,38435.594,0,0,0,0,0,209057.88,0,17673,5891,32,0,0,0,0,0,0,23057.82,0
1,1,0,0,1,1,5. Hispanic,,57,1,1,0,30825.043,,,,,,,,20667,20667,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,,42,0,0,0,136473.11,,,,,,,,3952,1976,,,,,,,,,
0,4,0,0,0,0,2. Black Non-Hispanic,,91,0,1,0,113620,,,,,,,,6695,3348,,,,,,,,,
0,2,0,0,0,0,2. Black Non-Hispanic,50,48,0,0,0,38163.559,0,0,0,0,0,164511.45,0,2776,1388,51,0,0,0,0,0,0,116350.41,0
0,4,1,0,0,0,1. White Non-Hispanic,72,71,0,0,0,162004.98,0,0,0,0,0,163531.05,0,10359,3453,73,0,0,0,0,0,0,48000,0
0,2,1,0,0,0,2. Black Non-Hispanic,82,81,0,1,0,21535.152,0,0,0,0,0,25411.109,0,3011,3011,83,1,0,0,0,0,0,17785.951,0
0,4,0,0,1,0,3. Asian Non-Hispanic,,80,1,0,0,28025.447,,,,,,,,19208,19208,,,,,,,,,
0,3,1,0,0,0,2. Black Non-Hispanic,,85,0,1,0,28421.891,,,,,,,,3157,3157,,,,,,,,,
0,3,1,0,0,0,4. Other / MultiRacial,,53,1,1,0,28075,,,,,,,,3165,1582,,,,,,,,,
0,4,1,0,0,0,5. Hispanic,30,28,0,0,0,68493.406,0,0,0,0,1,46792.367,0,7469,3734,31,0,0,0,0,0,1,88753.633,0
0,3,0,1,0,0,2. Black Non-Hispanic,68,67,1,1,0,50408.449,0,0,0,0,0,25112.23,0,4318,4318,69,1,0,0,0,0,0,12360,1
1,3,0,1,0,0,4. Other / MultiRacial,40,39,1,1,0,87111.359,1,0,0,1,1,-2034.7787,1,4743,2372,41,1,1,0,0,1,1,58041.117,0
0,4,1,0,0,0,3. Asian Non-Hispanic,37,36,0,0,0,45895.25,0,0,0,0,0,46027.25,0,4415,4415,38,0,0,0,0,0,0,50223.82,0
0,3,0,1,0,0,5. Hispanic,47,46,1,0,0,69446.5,1,0,0,1,1,136347.41,0,13597,6798,48,1,0,0,0,1,1,33330.418,0
0,4,1,0,0,0,5. Hispanic,50,49,1,0,1,13629,0,0,0,0,1,24134.35,0,8505,8505,51,0,0,0,0,0,0,25867.422,0
0,4,0,0,0,0,5. Hispanic,,47,1,0,1,19078.33,,,,,,,,10593,3531,,,,,,,,,
0,2,1,1,0,0,2. Black Non-Hispanic,,56,1,0,1,17566,,,,,,,,8917,4458,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,67,65,0,0,0,95554.867,0,0,0,0,0,82570.484,0,5103,2552,68,1,0,0,0,0,0,206718.41,0
1,4,0,0,0,0,5. Hispanic,,18,1,0,1,8168.2329,,,,,,,,1353,1353,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,33,32,0,0,0,207400,0,0,0,0,0,209057.91,0,17856,8928,34,0,0,0,0,0,0,206718.41,0
0,4,0,0,0,0,1. White Non-Hispanic,75,74,0,0,0,71000,0,0,0,0,0,59500,0,6765,3382,77,0,0,0,0,0,0,72700,0
