imp_billindsev,imp_educat,imp_female,imp_financindsev,imp_foodindsev,imp_houseindsev,imp_race,q4r_age,r_age,sevhard,sevhealthd,spmpov,spmres,q4foodindsev,q4houseindsev,q4billindsev,q4financindsev,q4sevhard,q4spmres,q4spmpov,qweight_p,qweight_pu,q8r_age,q8sevhealthd,q8foodindsev,q8houseindsev,q8billindsev,q8financindsev,q8sevhard,q8spmres,q8spmpov
0,4,1,0,0,0,1. White Non-Hispanic,86,85,0,0,0,54047.832,0,0,0,0,0,199000,0,3384,3384,87,0,0,0,0,0,0,-5000,1
1,4,1,1,1,0,5. Hispanic,53,53,1,0,1,366.75,1,0,1,1,1,32.945,1,10835,3612,54,0,1,0,0,1,1,14200.65,1
0,3,0,1,0,0,1. White Non-Hispanic,,56,1,0,0,108592.34,,,,,,,,37212,9303,,,,,,,,,
1,2,0,0,0,0,3. Asian Non-Hispanic,,57,1,1,1,20404.5,,,,,,,,7854,2618,,,,,,,,,
0,4,0,0,0,0,5. Hispanic,44,42,0,1,0,16842.77,1,1,1,1,1,24516,0,5978,5978,,1,1,0,1,1,1,15640.924,0
0,4,0,0,0,0,3. Asian Non-Hispanic,,56,0,0,0,56265.758,,,,,,,,12053,12053,,,,,,,,,
0,2,1,0,0,0,2. Black Non-Hispanic,,81,0,0,0,16333.61,,,,,,,,6378,6378,,,,,,,,,
1,4,1,0,0,0,2. Black Non-Hispanic,42,41,1,0,0,61273.238,0,0,0,0,0,92038.797,0,10629,5314,42,0,0,0,1,0,1,150164.22,0
1,2,1,0,0,0,5. Hispanic,22,21,1,0,0,47688.852,0,0,1,0,1,16448.199,1,3974,3974,23,0,0,0,0,0,1,46969.375,0
0,4,1,0,0,0,1. White Non-Hispanic,,50,0,0,0,29846.502,,,,,,,,7103,7103,,0,0,0,0,0,1,39623.051,0
0,4,1,0,0,0,1. White Non-Hispanic,,57,0,0,1,-10000,,,,,,,,6242,3121,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,,64,0,1,0,207400,,,,,,,,2747,1374,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,59,58,0,0,0,45819.25,0,0,0,0,0,62353.25,0,9999,9999,61,0,0,0,0,0,0,49240.82,0
0,2,1,1,1,0,5. Hispanic,51,50,1,1,1,17050.809,1,0,0,0,1,12000,1,18184,6061,52,1,1,0,0,0,1,26400,1
0,4,1,1,0,0,2. Black Non-Hispanic,47,45,1,0,0,47361.836,0,0,1,1,1,18985.895,1,7433,7433,48,0,0,0,0,0,0,61742.82,0
0,4,1,0,0,0,2. Black Non-Hispanic,62,62,0,0,0,133114.75,0,0,0,0,0,77589.836,0,3787,3787,63,0,0,0,0,0,0,17090,0
0,3,0,0,0,0,3. Asian Non-Hispanic,,26,0,0,0,55333.445,0,0,0,0,0,1252.05,1,37212,12404,26,0,0,0,0,0,0,50988.723,0
0,2,0,1,0,0,2. Black Non-Hispanic,20,18,1,0,1,21259.416,0,0,0,1,1,-31.764999,1,4323,1081,21,0,0,0,0,1,1,84876.844,0
0,3,1,0,0,0,2. Black Non-Hispanic,62,60,0,0,1,14261.239,0,0,0,0,1,14607.539,0,1243,1243,,0,0,0,0,0,,12591.729,1
0,4,0,0,0,0,3. Asian Non-Hispanic,,,0,0,0,56321.48,,0,0,0,,118578.1,0,14481,14481,45,,0,0,0,0,0,145481.83,0
0,4,1,0,0,0,1. White Non-Hispanic,57,56,0,0,0,171922.41,0,0,0,0,0,69320.297,0,3194,3194,58,0,0,0,0,0,0,192448.19,0
0,4,1,0,0,0,2. Black Non-Hispanic,,39,0,0,0,56991.063,,,,,,,,2503,2503,40,0,0,1,0,1,1,48947.82,0
0,2,1,0,0,0,2. Black Non-Hispanic,56,54,0,1,0,35313.043,1,0,0,1,1,95547.445,0,3175,3175,,,,,,,,,
0,3,1,0,0,0,5. Hispanic,,27,0,0,1,5942.6079,,,,,,,,4464,4464,,,,,,,,,
0,4,1,0,0,0,4. Other / MultiRacial,76,75,0,0,0,207400,0,0,0,0,0,12259.792,1,2079,1040,77,0,0,0,0,0,0,191128.03,0
0,1,1,0,0,0,5. Hispanic,39,37,0,0,0,38751.734,0,0,1,0,1,59904.016,0,5502,2751,40,0,0,0,0,0,0,9867.8662,1
0,4,1,0,0,0,2. Black Non-Hispanic,71,84,0,1,0,16470.361,0,0,0,0,0,9792,1,4475,4475,72,0,0,0,0,0,0,11000,1
0,2,1,0,0,0,1. White Non-Hispanic,,55,1,0,0,124547,,,,,,,,11818,5909,,,,,,,,,
0,2,1,1,0,1,2. Black Non-Hispanic,,27,1,0,0,82550.195,,,,,,,,2224,2224,,,,,,,,,
0,4,1,1,0,0,4. Other / MultiRacial,,51,1,1,0,41264.25,,,,,,,,2711,1356,,,,,,,,,
0,1,1,0,0,0,5. Hispanic,35,34,0,0,0,36011.215,0,0,0,0,1,19620.018,1,17495,8748,,0,0,0,0,0,0,23281.656,0
0,4,1,0,0,0,2. Black Non-Hispanic,52,51,1,0,0,79978.805,0,0,0,0,1,69496.016,0,7536,3768,,0,0,0,0,0,1,35536.738,0
0,2,0,0,0,0,2. Black Non-Hispanic,,56,0,0,1,30527.07,,,,,,,,24841,4968,,,,,,,,,
0,3,1,1,0,0,2. Black Non-Hispanic,,44,1,0,0,87061.375,,,,,,,,14431,2886,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,,34,1,1,0,31411.604,,,,,,,,8133,4066,,,,,,,,,
1,3,1,0,1,0,1. White Non-Hispanic,,43,1,0,0,88805.25,,,,,,,,4768,4768,,,,,,,,,
0,2,1,1,1,0,2. Black Non-Hispanic,62,61,1,0,0,60075,0,1,0,1,1,36075,0,4982,2491,63,0,0,0,1,0,1,23674.178,0
0,3,1,0,0,0,2. Black Non-Hispanic,,62,0,0,0,33073.078,,,,,,,,4596,4596,,,,,,,,,
0,3,1,0,0,0,3. Asian Non-Hispanic,33,32,0,0,0,94867.156,0,0,0,0,0,60528.848,0,24031,12016,34,0,0,0,0,0,0,43195.914,0
0,3,1,0,0,0,1. White Non-Hispanic,,62,1,1,0,87699.594,,,,,,,,7306,7306,,,,,,,,,
1,3,1,1,0,0,5. Hispanic,50,49,1,1,0,31776.789,1,0,0,1,1,25507.424,0,14585,7292,51,1,1,0,1,1,1,21448.402,1
0,4,0,0,0,0,1. White Non-Hispanic,,65,1,1,0,51049.398,0,0,0,0,1,9553.4297,1,4957,2478,67,1,0,0,0,0,1,37358.059,0
0,4,1,0,0,0,5. Hispanic,59,58,1,0,1,18853.408,0,0,0,0,1,23297.779,1,16472,5491,,,,,,,,,
0,2,1,0,0,0,5. Hispanic,,57,0,1,0,38990.242,,,,,,,,10570,5285,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,57,56,0,0,0,207400,0,0,0,0,0,209057.91,0,7886,3943,59,0,0,0,0,0,0,-69123.742,1
0,4,1,0,0,0,1. White Non-Hispanic,,71,0,1,0,83455.508,,,,,,,,2885,2885,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,50,49,0,0,0,50358.699,0,0,0,0,1,59911,0,7886,3943,51,0,0,0,0,0,0,83925.797,0
0,3,0,1,1,0,5. Hispanic,56,55,1,0,0,35821.387,0,0,0,0,1,153191.83,0,9488,4744,56,0,0,1,0,0,1,11005.903,1
0,4,1,0,0,0,5. Hispanic,47,45,0,0,0,53267.25,0,0,0,0,0,123642.63,0,6871,3436,,,,,,,,,
0,4,1,0,0,0,5. Hispanic,57,54,0,1,0,38291.461,0,0,0,0,0,28735.654,1,3249,1083,57,1,0,0,0,0,0,62536.688,0
0,4,1,0,0,0,1. White Non-Hispanic,44,43,0,0,0,55182.25,0,0,0,0,0,86261.859,0,5545,5545,45,0,0,0,0,0,0,-49242.445,1
0,2,1,1,0,0,5. Hispanic,57,55,1,0,0,123137.05,0,0,1,1,1,51009.383,0,3076,3076,58,1,0,0,1,1,1,9745.4219,1
0,3,1,1,0,0,5. Hispanic,,63,1,1,0,20231.273,,,,,,,,2080,2080,,,,,,,,,
0,1,1,1,0,0,5. Hispanic,,74,1,1,0,27782.953,,,,,,,,9340,9340,,,,,,,,,
0,4,0,0,0,0,3. Asian Non-Hispanic,,24,0,0,0,49853.25,,,,,,,,37212,18606,,,,,,,,,
0,1,1,0,0,0,5. Hispanic,,57,0,0,0,27560.25,,,,,,,,8671,8671,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,47,46,0,0,0,55540.25,0,0,0,0,0,61416.5,0,4625,2312,48,0,0,0,0,0,0,107890.65,0
0,4,1,0,0,0,1. White Non-Hispanic,,82,0,0,0,42559.789,,,,,,,,6891,3446,,,,,,,,,
0,2,0,0,0,0,2. Black Non-Hispanic,,73,0,0,1,33666.051,,,,,,,,31178,10393,75,0,0,0,1,0,1,106204.95,0
0,3,1,0,0,0,4. Other / MultiRacial,27,26,0,0,0,52463.219,0,0,0,0,1,80507.609,0,6965,3482,28,0,0,0,0,0,0,96726.516,0
0,4,0,0,0,0,1. White Non-Hispanic,56,55,0,0,0,29713.568,0,0,0,0,0,60106.5,0,8960,4480,58,0,0,0,0,0,0,50255.648,0
0,2,1,0,0,0,2. Black Non-Hispanic,,91,0,0,0,117470.64,,,,,,,,4742,2371,,,,,,,,,
0,3,0,0,0,0,1. White Non-Hispanic,68,67,0,0,0,19451.84,0,0,0,0,0,42595.98,0,8227,8227,69,0,0,0,0,0,0,22320.98,0
0,3,0,1,1,0,5. Hispanic,55,53,1,1,0,32474.152,1,0,0,1,1,28735,0,7168,7168,55,1,0,0,0,1,1,39215.68,0
0,4,0,0,0,0,1. White Non-Hispanic,,50,0,0,0,73545.219,,,,,,,,7756,7756,,,,,,,,,
0,2,1,0,0,0,2. Black Non-Hispanic,36,35,0,0,1,20679.369,0,0,0,0,0,30842.719,1,9483,3161,,0,0,0,0,0,0,40749.641,0
0,4,1,0,0,0,1. White Non-Hispanic,,64,0,0,0,110699.2,,,,,,,,9435,4718,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,77,76,0,1,0,86246.258,0,0,0,0,0,81518.859,0,8367,4184,78,1,0,0,0,0,0,30133.387,0
0,3,0,0,0,0,3. Asian Non-Hispanic,54,53,0,0,0,61411.5,0,0,0,0,0,164834.92,0,37212,12404,55,0,0,0,0,0,0,173292.8,0
0,4,1,0,0,0,1. White Non-Hispanic,,49,0,0,0,99362.828,,,,,,,,2155,1078,52,0,0,0,0,0,0,135155.2,0
1,2,1,1,1,0,2. Black Non-Hispanic,45,44,1,0,0,17890.523,0,0,0,0,0,26645.24,0,4350,4350,46,1,1,0,1,,,34964.566,1
0,4,0,0,0,0,1. White Non-Hispanic,81,80,0,0,0,54095.98,0,0,0,0,0,30952.609,0,7645,7645,82,0,0,0,0,0,0,206718.41,0
0,2,1,0,0,0,5. Hispanic,63,62,0,0,0,77337.734,0,0,0,0,0,49514.074,0,2238,2238,64,0,0,0,0,0,0,46563.676,0
0,4,1,0,0,0,5. Hispanic,64,63,0,0,1,10324.566,0,0,1,1,1,81839.922,0,2669,1334,65,0,0,0,0,0,,5345.6821,1
0,3,1,0,0,0,5. Hispanic,48,47,0,0,0,34856.074,0,0,0,0,0,56421.25,0,4592,4592,50,0,0,0,0,0,0,39065.82,0
0,2,1,0,0,0,1. White Non-Hispanic,67,66,0,1,0,17522.064,0,0,0,0,0,41688,0,12092,6046,68,0,0,0,0,0,0,120411.82,0
0,4,0,0,0,0,2. Black Non-Hispanic,,68,0,0,0,148155.77,,,,,,,,4270,2135,,,,,,,,,
0,4,1,0,0,0,4. Other / MultiRacial,73,72,0,0,0,74619.75,0,0,0,0,0,209057.91,0,1403,1403,74,1,0,0,0,0,0,87260.539,0
0,2,1,1,1,0,1. White Non-Hispanic,62,61,1,1,0,19980.652,1,0,0,1,1,12626.022,1,4390,4390,,,,,,,,,
0,2,1,0,0,0,5. Hispanic,,64,0,1,0,20951.637,,,,,,,,7141,3570,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,43,42,0,0,0,94583.797,0,0,0,0,0,209057.91,0,5270,1757,44,0,0,0,0,0,0,90452.344,0
0,2,0,1,0,0,1. White Non-Hispanic,,29,1,0,0,70055.922,,,,,,,,24079,12040,,,,,,,,,
0,4,1,0,0,0,4. Other / MultiRacial,,26,0,0,0,38290.266,,,,,,,,10855,3618,,,,,,,,,
1,2,1,0,0,0,4. Other / MultiRacial,,30,1,1,0,47142.57,,,,,,,,10162,5081,,,,,,,,,
0,3,1,0,0,0,2. Black Non-Hispanic,50,49,0,0,0,79138.359,0,0,0,0,0,126419.23,0,8786,4393,,0,0,0,0,0,0,179392.05,0
0,4,1,0,0,0,1. White Non-Hispanic,50,49,0,0,0,129969.2,0,0,0,0,0,142910.5,0,13717,3429,51,0,0,0,0,0,0,206718.41,0
0,3,1,0,0,0,5. Hispanic,,34,0,0,0,49553.5,,,,,,,,3977,1326,,,,,,,,,
0,1,1,1,0,0,5. Hispanic,69,68,1,1,1,18002.484,0,0,0,1,1,25945.783,0,19591,9796,70,1,0,0,0,1,1,20638.666,0
0,4,0,0,0,0,1. White Non-Hispanic,,55,0,0,0,68038.703,,,,,,,,17336,8668,,,,,,,,,
0,1,1,0,0,0,5. Hispanic,,44,1,0,0,41036.809,,,,,,,,18072,9036,,,,,,,,,
0,2,1,0,0,0,4. Other / MultiRacial,54,52,0,0,0,42666.227,0,0,0,0,0,30058.25,0,5635,2818,55,0,0,0,0,0,0,65364.332,0
0,2,1,0,0,0,1. White Non-Hispanic,73,72,0,0,1,9950,0,0,0,0,0,22367.561,0,13093,6546,73,0,0,0,0,0,0,17803.455,1
0,4,1,0,0,0,2. Black Non-Hispanic,,58,0,0,0,62661.871,,,,,,,,5875,2938,,,,,,,,,
0,4,1,1,0,0,2. Black Non-Hispanic,53,52,1,0,0,46584.559,1,0,0,0,1,41484.746,0,1223,1223,54,0,0,0,0,0,1,40561.613,0
0,1,1,1,0,0,5. Hispanic,,53,1,1,0,27767.781,,,,,,,,24326,12163,,,,,,,,,
0,4,1,1,0,0,1. White Non-Hispanic,40,39,1,0,0,36602.398,0,0,0,1,1,24437.979,1,9306,4653,41,0,0,0,0,0,0,46985.488,0
0,2,1,0,0,0,2. Black Non-Hispanic,74,73,0,0,0,57773.98,0,0,0,0,0,-13155.444,1,5540,2770,75,0,0,0,0,0,0,48800,0
0,4,1,0,0,0,2. Black Non-Hispanic,,31,0,0,0,45290.25,,,,,,,,3874,3874,,,,,,,,,
0,4,0,0,0,0,2. Black Non-Hispanic,,48,0,0,0,103291.75,,,,,,,,4333,2166,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,,34,0,0,0,207400,,,,,,,,26951,13476,,,,,,,,,
0,3,1,0,0,0,5. Hispanic,58,56,0,0,0,44108.25,0,0,0,0,0,46088.281,0,5086,5086,58,0,0,0,0,0,0,12949.136,1
0,1,1,0,0,0,5. Hispanic,,49,0,0,0,24823.5,,,,,,,,10060,10060,,,,,,,,,
0,2,0,0,0,0,5. Hispanic,20,19,0,0,1,21943.85,1,1,1,1,1,-988.51001,1,3787,1894,21,0,1,1,1,1,1,6274.6191,1
0,3,1,0,0,0,1. White Non-Hispanic,68,,0,0,0,45000,0,0,0,0,0,64680,0,9426,4713,69,0,0,0,0,0,0,103865.71,0
0,3,1,1,0,0,5. Hispanic,65,50,1,1,0,99094.852,0,0,1,0,1,82645.406,0,3667,917,65,0,0,0,0,0,0,112149.05,0
0,3,0,0,0,0,5. Hispanic,65,64,0,0,1,9676,0,0,0,1,1,36981.5,0,1950,1950,,,,,,,,,
1,2,0,0,0,0,2. Black Non-Hispanic,,37,1,0,0,33005.078,,,,,,,,4239,2120,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,,62,0,0,0,108207.3,,,,,,,,37212,7442,,,,,,,,,
0,1,0,0,0,0,4. Other / MultiRacial,,18,0,0,0,64075.336,,,,,,,,9689,3230,,,,,,,,,
0,2,1,0,0,0,2. Black Non-Hispanic,,88,0,1,0,125766.93,,,,,,,,6599,3300,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,,60,0,0,0,192581.61,,,,,,,,18581,6194,,,,,,,,,
0,4,1,1,0,0,2. Black Non-Hispanic,61,60,1,0,0,32229.293,0,0,0,1,1,159154.75,0,2503,2503,62,1,0,0,1,0,1,41380.82,0
0,4,1,0,0,0,1. White Non-Hispanic,,71,0,0,0,202586.81,,,,,,,,9159,4580,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,,69,0,0,1,8703.9805,,,,,,,,7694,7694,,,,,,,,,
1,3,1,1,0,0,2. Black Non-Hispanic,29,28,1,0,0,60011.004,0,0,1,1,1,44265.305,1,37212,12404,30,0,0,0,0,1,1,55056.672,0
0,1,1,0,0,0,5. Hispanic,,38,0,1,1,16204.98,,,,,,,,16516,8258,,,,,,,,,
0,1,0,0,0,0,5. Hispanic,82,80,0,0,1,30999.789,0,0,0,0,0,28062.881,1,37212,9303,83,1,0,0,0,0,0,41876.98,0
0,2,1,0,0,0,2. Black Non-Hispanic,,63,0,1,0,71109.43,,,,,,,,5922,2961,,,,,,,,,
0,4,1,0,0,0,5. Hispanic,,25,0,0,0,54266.852,,,,,,,,8325,8325,,,,,,,,,
0,2,1,0,0,0,5. Hispanic,64,63,0,1,0,52026.313,0,0,0,0,0,49500,0,8506,2835,65,1,0,0,0,0,0,35300,0
0,2,1,0,1,0,1. White Non-Hispanic,,80,1,0,0,28670.693,,,,,,,,13466,6733,,,,,,,,,
1,4,1,0,0,0,5. Hispanic,70,70,1,1,0,39441.77,0,0,1,1,1,18451.824,0,4235,4235,72,1,0,0,1,1,1,40880,0
0,2,1,1,1,0,5. Hispanic,60,58,1,1,0,34856.34,0,0,0,0,0,-5414.7402,1,2912,2912,61,1,1,0,0,0,1,20779.23,0
0,3,1,0,0,0,2. Black Non-Hispanic,83,82,0,0,0,122438.16,0,,0,0,,47916,0,3157,3157,84,0,0,0,0,0,0,26763.598,0
0,4,0,0,0,0,2. Black Non-Hispanic,41,40,0,0,0,30678.293,0,0,0,0,0,32645.25,0,6214,6214,42,0,0,0,0,0,0,32486.92,0
0,4,1,1,0,0,2. Black Non-Hispanic,40,39,1,1,0,67370.25,0,0,0,0,1,137519.83,0,5577,2788,41,1,0,0,0,0,1,93272.117,0
1,4,1,1,1,0,2. Black Non-Hispanic,58,60,1,0,1,12317.882,1,0,1,0,1,22498.563,0,2256,1128,60,1,1,0,0,0,1,10250.506,1
0,4,1,0,0,0,1. White Non-Hispanic,,62,0,1,0,75886,,,,,,,,7886,3943,,,,,,,,,
0,4,1,1,1,0,3. Asian Non-Hispanic,,,1,1,0,58450.383,,,,,,,,7935,7935,,,,,,,,,
0,3,0,0,0,0,1. White Non-Hispanic,52,51,0,0,0,73559.266,1,1,0,1,1,40835.762,0,16011,16011,53,0,0,1,0,0,1,122827.49,0
0,1,1,0,1,0,5. Hispanic,,51,1,1,0,24409,,,,,,,,14576,14576,,,,,,,,,
0,1,0,0,0,0,2. Black Non-Hispanic,,18,0,0,0,69443.586,,,,,,,,3920,1307,,,,,,,,,
0,1,1,1,1,0,5. Hispanic,,43,1,1,1,17824.109,,,,,,,,7738,2579,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,64,62,0,0,0,83848.914,0,0,0,0,0,0,1,2508,836,65,0,0,0,0,0,0,42289.391,0
0,3,0,0,0,0,1. White Non-Hispanic,54,51,0,1,0,56859.734,0,1,0,0,1,84357.211,0,17604,8802,55,0,0,0,0,0,0,89189.266,0
0,4,0,0,0,0,4. Other / MultiRacial,50,49,0,0,0,126004.58,0,0,0,1,1,100978.6,0,2631,1316,51,0,0,0,0,0,0,120809.45,0
0,4,1,0,0,0,5. Hispanic,,53,0,0,1,33965.934,,,,,,,,13184,3296,56,0,0,0,0,0,0,36162.82,0
0,2,1,0,1,0,2. Black Non-Hispanic,28,25,1,1,1,17086.82,1,0,1,1,1,30440.652,0,1604,1604,28,1,1,0,0,0,1,121589.2,0
0,1,1,0,0,0,5. Hispanic,49,49,0,0,1,36725.934,0,0,0,1,1,63567.289,0,20348,6783,51,0,1,0,1,1,1,34644.57,1
0,3,1,1,1,0,2. Black Non-Hispanic,,54,1,1,0,23021.5,,,,,,,,4062,2031,,,,,,,,,
0,3,1,1,0,0,1. White Non-Hispanic,,30,1,0,0,80119.844,,,,,,,,16183,5394,,,,,,,,,
0,2,1,0,0,0,5. Hispanic,60,54,0,0,1,30614.789,0,0,0,0,0,1880,1,8716,1743,60,0,0,0,0,0,0,20333.063,1
0,3,1,0,0,0,4. Other / MultiRacial,36,36,0,1,0,158247.33,0,0,1,0,1,201635.08,0,2390,2390,37,0,0,0,1,0,1,50699.617,0
0,4,1,0,0,0,1. White Non-Hispanic,,44,0,0,0,207400,,,,,,,,8939,4470,,,,,,,,,
0,3,1,1,0,0,1. White Non-Hispanic,59,58,1,1,0,72421.297,0,0,0,0,0,59444.5,0,12145,6072,60,1,0,0,0,0,0,136006.02,0
0,1,1,0,0,0,4. Other / MultiRacial,71,71,0,1,1,21707.77,0,0,0,1,,56805.652,0,12239,4080,,,,,,,,,
0,1,1,0,0,0,5. Hispanic,54,53,0,1,0,19890.023,0,0,0,0,0,24754.359,0,4759,4759,55,0,0,0,0,0,0,22677.723,0
0,4,1,0,0,0,3. Asian Non-Hispanic,80,80,0,0,1,10899.98,0,0,0,0,0,20970.359,0,13588,13588,82,1,0,0,0,0,0,21043.299,0
0,2,0,0,0,0,2. Black Non-Hispanic,,59,0,1,0,60246.324,,,,,,,,12348,6174,,,,,,,,,
0,4,0,0,0,0,3. Asian Non-Hispanic,,58,0,0,0,136054.16,,,,,,,,37212,9303,59,1,0,0,0,0,0,80178.195,0
0,4,1,0,0,0,1. White Non-Hispanic,,66,0,0,0,207400,,,,,,,,5769,1442,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,35,34,0,0,0,76967.859,0,0,0,0,0,186379.05,0,10867,10867,,,,,,,,,
0,2,1,0,0,0,1. White Non-Hispanic,89,88,0,1,0,22844.557,0,0,0,0,0,36232.75,0,11446,11446,91,0,0,0,0,0,0,8584.9082,1
0,2,1,0,1,0,5. Hispanic,,46,1,0,0,82708.25,,,,,,,,16471,5490,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,41,40,0,0,0,127280.6,0,0,0,0,0,209057.91,0,8490,4245,,0,0,0,0,0,0,206718.41,0
0,4,0,0,0,0,1. White Non-Hispanic,,46,0,0,0,127023.96,,,,,,,,2209,2209,73,1,0,0,0,0,0,161000,0
0,4,1,0,0,0,1. White Non-Hispanic,70,69,0,0,0,134374.91,0,0,0,0,0,63481.387,0,10359,3453,71,1,0,0,0,0,0,63375.813,0
0,4,1,0,0,0,1. White Non-Hispanic,89,88,0,0,0,94612.398,0,0,0,0,0,8754.4707,1,5873,5873,90,1,0,0,0,0,0,15663.833,0
0,3,1,0,0,0,1. White Non-Hispanic,,55,0,0,0,107597.77,,,,,,,,15089,7544,,,,,,,,,
0,3,0,0,0,1,1. White Non-Hispanic,46,47,1,0,0,92506.102,0,0,0,0,0,96142.039,0,21389,7130,44,0,,0,0,0,,23770.264,0
0,3,1,0,1,0,5. Hispanic,47,46,1,0,0,65408.969,0,0,0,0,1,39143.91,0,7019,3510,48,0,0,0,0,1,1,74243.969,0
0,2,1,0,0,0,1. White Non-Hispanic,75,74,0,0,0,33663.246,0,0,0,0,0,16800,0,6788,6788,76,1,0,0,0,0,0,14800,0
0,4,1,0,0,0,2. Black Non-Hispanic,,62,1,0,0,143407.25,,,,,,,,6626,2209,,,,,,,,,
0,3,1,0,0,0,1. White Non-Hispanic,81,79,0,0,0,21392,0,0,0,0,0,6180,1,12850,6425,82,0,0,0,0,0,0,5430,1
1,2,0,1,0,0,2. Black Non-Hispanic,,51,1,0,1,35958,,,,,,,,37212,9303,,,,,,,,,
0,1,1,0,0,0,5. Hispanic,,75,0,1,0,15318.114,,,,,,,,7021,7021,,,,,,,,,
0,2,0,0,0,0,2. Black Non-Hispanic,,57,0,0,0,52383.5,,,,,,,,24482,8161,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,38,37,1,0,0,22517.189,0,0,0,1,1,31942.83,0,3249,3249,39,0,0,1,0,0,1,45633.82,0
0,4,0,0,0,0,1. White Non-Hispanic,,73,0,1,0,185778.27,,,,,,,,7645,7645,,,,,,,,,
0,1,0,0,0,0,1. White Non-Hispanic,,51,0,1,1,5564.5488,,,,,,,,16646,16646,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,72,71,0,0,0,207400,0,0,0,0,0,56400,0,2132,2132,,,,,,,,,
0,4,1,1,1,0,1. White Non-Hispanic,,75,1,0,0,171209.66,,,,,,,,5103,2552,,,,,,,,,
0,2,1,0,0,0,2. Black Non-Hispanic,,41,0,0,0,69530.266,,,,,,,,8872,2957,,,,,,,,,
0,2,1,0,1,0,5. Hispanic,60,59,1,0,0,47467.57,0,0,0,1,1,18837.213,1,7238,2413,61,0,0,0,0,0,0,15644.675,1
0,4,0,0,0,0,1. White Non-Hispanic,69,68,0,0,0,90314.695,0,0,0,0,0,80260.922,0,1661,1661,70,0,0,0,0,0,0,58339.789,0
0,4,1,0,0,0,1. White Non-Hispanic,,27,1,0,0,91000.375,,,,,,,,3940,1970,,,,,,,,,
0,1,1,0,0,0,2. Black Non-Hispanic,45,43,0,0,1,20207.73,0,0,,0,,168761.53,0,7114,3557,46,0,0,0,0,0,0,29124.676,0
1,4,1,1,1,0,5. Hispanic,,38,1,1,0,23098.08,,,,,,,,3758,3758,,,,,,,,,
0,1,1,0,0,0,5. Hispanic,86,85,0,1,1,10778.023,0,0,0,1,1,20796,0,8600,8600,,,,,,,,,
0,3,0,0,0,0,1. White Non-Hispanic,52,50,0,1,1,6876,0,0,0,0,0,36371.305,0,8578,8578,53,1,0,0,1,0,1,17885.334,0
0,4,1,0,0,0,5. Hispanic,,56,0,0,0,54309.48,,,,,,,,2036,2036,,,,,,,,,
0,4,1,0,0,0,5. Hispanic,26,55,0,0,1,35639.637,0,1,0,0,1,145419.55,0,15118,3780,27,0,0,1,0,0,1,60524.895,0
0,4,0,0,0,0,1. White Non-Hispanic,27,26,0,0,0,58975.758,0,0,0,0,0,204633.25,0,3295,3295,28,0,0,0,0,0,0,127861.72,0
0,4,1,0,0,0,1. White Non-Hispanic,36,35,1,0,0,207400,0,0,0,0,0,209057.91,0,7780,3890,37,0,0,0,0,0,0,84213.516,0
0,4,1,0,0,0,1. White Non-Hispanic,56,55,0,0,0,99240.398,0,0,0,0,0,51089.867,0,7103,7103,57,0,0,0,0,0,0,96432.914,0
1,3,0,0,0,0,2. Black Non-Hispanic,27,26,1,0,0,67310.07,0,0,0,0,0,6740.6299,1,37212,12404,28,0,0,1,0,0,1,59993.434,0
0,4,0,0,0,0,5. Hispanic,,47,0,0,1,4302.3901,,,,,,,,6564,3282,,,,,,,,,
0,4,0,0,0,0,5. Hispanic,,60,0,0,0,207400,,,,,,,,13205,6602,,,,,,,,,
0,4,0,0,0,0,1. White Non-Hispanic,,83,0,0,1,12528.27,,,,,,,,8097,4048,,,,,,,,,
0,4,1,0,0,0,1. White Non-Hispanic,39,38,0,0,0,207400,0,0,0,0,0,21839,1,6055,3028,40,0,0,0,0,0,0,58377.742,0
0,1,1,1,1,0,5. Hispanic,,,1,0,1,-3102.7944,,,,,,,,3369,3369,,,,,,,,,
0,2,0,0,0,0,2. Black Non-Hispanic,,51,0,0,0,207400,,,,,,,,24482,8161,,,,,,,,,
0,4,1,0,0,0,2. Black Non-Hispanic,,,0,0,0,184095.48,,,,,,,,5538,1846,,,,,,,,,
