subject_id,adultx,childx,hardscl,p1_age,p1_gender,p1_rel,p2_age,p2_gender,p2_rel,p3_age,p3_gender,p3_rel,p4_age,p4_gender,p4_rel,p5_age,p5_gender,p5_rel,p6_age,p6_gender,p6_rel,p7_age,p7_gender,p7_rel,p8_age,p8_gender,p8_rel,p9_age,p9_gender,p9_rel,personx,problems,qa1,qa8,qa8x,qa9,qa9a,qa9x,qa10,qa10x,qa11,qb1,qb2,qb3,qb6,qc1,qc2,qc3,qc4x,qc4,qc5_1,qc5_2,qc5_3,qc5_4,qc5_5,qc5_6,qc5_7,qc5_8,qc5_9,qc5_10,qc5_11,qc5_12,qc5_12x,qc6,qd1,qd2,qd3,qd4,qd5,qd6,qd7x,qd7,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qg1,qg2,qg2x,qg3,qg4,qg4x,qh1,qh2a,qh2b,qh3,qh4a,qh4b,qh5_1,qh5_2,qh5_3,qh5_4,qh5_5,qh5_6,qh5_7,qh5_8,qh5_9,qh5_10,qh6_1,qh6_2,qh6_3,qh6_4,qh6_5,qh6_6,qh6_7,qh7,qh7a,qh7b,qh9,qh10,qh10f,qh10x,qh18,qh18x,qi1,qi2_asian,qi2_black,qi2_hpa,qi2_natam,qi2_oth,qi2_white,qi3,qi3x,qi4,qi4x,qi5,qi6,qi6a,qi6b,qi8,qi9,qi10,r_age,r_gender,sppart,female,qh19f,qh19x,qb5_6x,qi2_othx,qa1x,qb5_1,qb5_2,qb5_3,qb5_4,qb5_5,qb5_6,qh6_1x_tc,qh6_2x_tc,qh6_3x_tc,qh6_4x_tc,qh6_5x_tc,qh6_6x_tc,qh6_7x_tc,OPM_incneeds_tc,SPM_incneeds_tc,imp_earnhd_tc,imp_earnsp_tc,imp_incret_tc,imp_incdis_tc,imp_incwelf_tc,imp_incui_tc,imp_incsnap_tc,imp_increg_tc,imp_incoth_tc,imp_incothhh_tc,qh1x_tc,qh3x_tc,qh7x_tc,spmpov_tc,opmpov_tc,sevhealth,qweight_p,qweight_pu 
1220,1,3,2,6,2,3,8,1,3,12,2,3,,,,,,,,,,,,,,,,,,,4,2,1,99,,99,0,,,,2,1,1,0,1,0,,0,,,0,0,0,0,0,1,0,0,0,0,0,0,,98,4,1,0,0,1,2,8,1,1,3,3,1,0,0,1,0,0,2,0,98,,,,,99,,99,,,,0,0,1,0,1,0,99,99,0,0,,,99,,98,,,1,,,0,,,,1,0,1,0,0,0,0,1,0,4,,98,,2,1,11,,1,,1,28,2,0,1,,,,Hispana,,,,,,,,,,,,,,,.045313239,.18123552,1008.6985,0,0,0,50,0,4525,0,0,0,,,0,1,1,2,511.4019518036694,525.529041097461
1221,2,0,2,51,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,5300,1,0,5300,,,2,1,2,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,,0,0,2,8,1,1,3,3,0,0,0,0,0,0,2,1,1,12,1,1,12,1,,,1,,,0,0,0,1,0,0,0,0,0,0,,,,1,,,,1,,,,,,,1,3600,0,0,0,0,0,0,1,1,,,,8,1,15,,1,,,47,1,1,0,3,1000,,,,,,,,,,,,,5000,,,,16.586445,12.131737,15000,235000,0,0,0,5000,0,0,0,0,15000,360000,0,0,0,0,5918.460789029037,3040.805585906821
1222,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1500,98,0,,,,3,1,1,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,,0,0,1,7,1,1,3,2,0,0,0,0,0,0,3,1,1,12,,,,99,,6,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,1500,0,0,0,0,0,0,1,1,,,,5,1,29,,1,,0,29,1,0,0,1,40,,,,,,,,,,,,,,,,,3.9758401,2.2796571,47491.41,0,0,0,0,0,0,0,0,0,,,,0,0,0,7814.381845031297,8030.248189911659
1223,3,1,2,26,2,9,31,2,9,17,1,7,,,,,,,,,,,,,,,,,,,4,0,2,,,,,,1,1400,4,3,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,4,7,1,2,3,3,0,0,0,1,0,0,2,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,98,7,,,,,,1,125,0,0,1,0,0,0,0,6,Jamaica,1,1980,8,1,33,,1,,,63,2,0,1,2,165,,,,,,,,,,,,,,,,,4.8451781,2.8795049,55000,0,0,0,0,0,0,0,0,61618.598,55000,,,0,0,0,2127.95218928476,729.025944886178
1225,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,,,,,2,,1,2,2,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,4,8,1,1,3,3,3,0,0,0,0,0,3,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,98,,0,1,0,0,0,0,0,6,Philippines,1,1991,7,1,22,,1,,,56,1,0,0,2,110,,,,,,,,,,,,,,,,,8.3717041,4.7232742,100000,0,0,0,0,0,0,0,0,0,100000,,,0,0,0,4156.891093246385,4271.722042662478
1226,1,1,3,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1200,1,0,1200,,,2,3,1,1,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,1,10,1,1,3,3,1,0,0,1,0,0,1,1,1,12,,,,1,,,,,,0,1,0,0,0,0,0,0,0,0,,1,,,,,,1,,,1,1,5,4800,1,1500,0,0,0,0,0,0,1,1,,,,5,1,31,,1,,,30,2,0,1,2,100,,,,,,,,,,,7000,,,,,,2.4012637,.23990411,31000,0,0,7000,0,0,0,0,0,0,31000,,0,1,0,0,3796.842782980437,3901.727672137538
1227,3,0,3,55,1,1,31,1,9,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,809,1,1,400,,,3,4,3,1,,1,2,0,,,0,0,0,1,1,1,0,0,0,0,0,0,,4,3,0,,1,0,1,8,1,2,2,1,1,0,0,1,0,1,2,0,2,,1,1,12,,,,1,,,0,0,0,1,0,0,0,1,0,0,,,,1,,,,1,,,,,,,1,300,1,0,1,0,0,0,0,4,,1,1969,3,1,44,,0,0,,59,2,1,1,1,40,,,,,,,,,,,,,13364,,,,1.969152,1.5185643,0,12000,0,0,0,13364,0,0,0,10000,,12000,10000,0,0,1,2552.009088042431,874.2829940552285
1228,2,0,2,49,2,13,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,0,2,,,,,,1,2000,3,2,5,1,,0,,0,,,0,0,0,1,0,0,0,0,0,0,0,0,,6,3,0,,1,1,3,7,1,1,3,3,0,0,0,0,0,0,2,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,1,90,0,0,1,0,0,0,0,6,St. Lucia,1,1992,7,1,15,,1,,0,27,2,0,1,2,104,,,,,,,,,,,,,,,,,1.9513464,1.0868884,30000,0,0,0,0,0,0,0,0,0,30000,,0,0,0,1,1474.864559830139,757.8032848158955
1229,5,1,3,35,1,1,8,2,3,20,1,14,19,1,14,22,2,14,,,,,,,,,,,,,6,1,1,1,1700,1,0,1700,,,3,4,4,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,1,1,5,1,2,3,3,0,0,0,1,0,1,1,1,1,12,1,1,12,98,4,,1,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,98,4,,1,1,1,100,1,3000,1,0,0,0,0,0,1,6,Ecuador,1,2001,3,1,12,,1,,0,32,2,1,1,1,50,,,,,,,,,,,,,,,,,1.8756505,1.0987606,18305.637,22000,0,0,0,0,0,0,0,21549.568,,22000,,0,0,1,8762.509062064959,2251.141674740167
1230,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,906,1,1,906,,,3,5,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,1,0,1,5,1,2,2,2,1,0,0,0,0,0,1,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,2000,0,0,1,0,0,0,0,6,Antigua,1,1973,7,1,58,,1,,,60,2,0,1,3,2000,,,,,,,,,,,,,,,,,3.0138133,2.2247021,36000,0,0,0,0,0,0,0,0,0,36000,,,0,0,1,973.4639499783017,1000.355149937801
1231,2,2,2,36,2,1,6,2,3,11,1,3,,,,,,,,,,,,,,,,,,,4,1,1,1,1000,1,0,1000,,,1,3,4,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,0,1,2,5,1,2,2,2,1,0,0,0,0,0,2,0,1,9,0,2,,98,98,,,,,0,0,0,0,1,0,0,1,0,0,,,,,1,,,98,98,,0,,,,98,,0,0,0,0,0,0,1,6,Georgia,1,1998,7,1,15,,1,,,42,1,1,0,3,10000,,,,,,,,,,,,,,2400,,,8.3962698,4.3659954,153751.94,0,0,0,0,0,2400,0,0,41738.41,,,,0,0,1,1456.528766251781,748.2108381726564
1232,3,0,2,65,1,14,53,2,14,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,1078,1,1,1078,,,2,2,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,,0,0,2,8,1,1,3,3,1,0,0,1,0,0,2,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,1,,,,,,,1,3000,0,0,1,0,0,0,0,6,Ghana,1,1998,8,1,10,,1,,,28,1,0,0,3,1500,,,,,,,,,,,,,,,,,6.7375689,3.5506299,44000,0,0,0,0,0,0,0,0,77000,44000,,77000,0,0,0,3624.819701408929,1241.536665539243
1233,2,1,2,42,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,1500,1,0,1500,,,3,2,2,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,0,1,1,5,1,1,3,3,0,0,0,0,0,0,2,1,1,11,1,1,11,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,1,1,2,500,98,,0,0,0,0,0,0,1,1,,,,5,1,46,,1,1,0,46,1,1,0,3,2500,,,,,,,,,,,,,,,,,11.769481,4.200902,67500,150000,0,0,0,0,0,0,0,0,67500,150000,0,0,0,1,,
1234,2,0,1,67,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0,1,0,0,,,3,2,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,5,1,,0,1,2,5,1,1,3,3,0,0,0,0,0,0,3,0,2,,1,1,10,,,,1,,,1,0,0,1,0,0,0,1,0,0,1,,,1,,,,1,,,,,,,1,7500,0,0,0,0,0,0,1,1,,,,7,1,40,,1,,,71,1,1,0,,,,,,,,,,,,20000,,,10000,,,,6.1248016,3.7954648,0,55000,20000,0,0,10000,0,0,0,0,,55000,130000,0,0,2,2928.059545431309,1504.643773468089
1235,3,0,1,67,2,13,89,2,14,,,,,,,,,,,,,,,,,,,,,,3,2,1,99,,99,0,,,,2,3,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,4,1,,1,1,1,8,1,1,3,3,0,0,0,0,0,0,3,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,99,,99,,,,,1,1000,0,0,0,0,0,0,1,1,,,,5,1,45,,1,,,45,2,0,1,,,,,,,,,,,,,,,,,,,.065107383,.0054150107,0,0,0,0,0,0,0,0,0,1169.2634,,,,1,1,2,4059.211320183494,1390.562175889566
1236,2,0,2,62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,1,1500,3,1,2,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,1,8,1,1,3,3,0,0,0,0,0,0,2,1,1,12,1,1,12,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,1,700,0,0,0,0,0,0,1,6,Croatia,1,1961,7,1,53,,1,,,59,2,1,1,2,500,,,,,,,,,,,,,,,,,8.8461037,4.334425,68000,68000,0,0,0,0,0,0,0,0,68000,68000,0,0,0,0,4205.5642907453,2161.041193769742
1237,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1400,1,0,1400,,,2,2,1,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,4,9,1,1,3,3,0,0,0,0,0,0,2,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,1000,0,0,1,0,0,0,0,6,Grenada,1,1984,6,1,28,,1,,,49,2,0,1,1,30,,,,,,,,,,,,,,,,,3.5161154,2.0940304,42000,0,0,0,0,0,0,0,0,0,42000,,,0,0,0,1393.186933890179,1431.672661503448
1238,2,0,2,62,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,1,2500,3,3,2,1,,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,5,3,0,,1,1,1,6,1,1,3,3,1,0,0,0,0,0,2,0,1,5,1,1,12,1,,,1,,,97,0,0,1,0,0,0,0,0,0,,,,1,,,,1,,,,,,,1,9000,0,0,0,0,0,0,1,1,,,,5,1,67,,1,1,1,67,1,1,0,2,300,,,,,,,,,,18648,,,5200,,,,7.1226401,3.3002844,15000,60000,18648,0,0,5200,0,0,0,0,15000,60000,25000,0,0,1,,
1239,1,3,2,11,1,3,10,2,3,4,2,3,,,,,,,,,,,,,,,,,,,4,0,1,1,602,1,1,602,,,2,3,3,1,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,0,0,3,7,1,1,3,3,0,0,0,0,0,0,2,1,1,12,,,,1,,,,,,1,1,0,0,1,1,0,1,0,0,1,1,,,1,,,1,,,1,1,1,100,98,,1,0,0,0,0,1,0,1,,,,3,1,29,,1,,,29,2,0,1,1,50,,Puerto Rican,,1,0,0,1,0,0,5000,3000,,,6000,,,1.0272213,1.429323,16000,0,5000,3000,0,0,6000,0,0,0,16000,,0,0,0,0,1643.887238816098,1689.298371350443
1240,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,201,1,0,201,,,2,4,1,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,4,1,,0,0,2,8,1,2,2,2,0,0,0,1,1,0,2,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,2,,1,1955,1,1,53,,0,0,,75,2,0,1,,,,,,,,,,,,,,,,,,,0,.0017332763,0,0,0,0,0,0,0,0,0,0,,,,1,1,2,5694.430729308003,5851.735039756018
1241,1,1,2,7,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,0,1,1,725,1,,0,,,2,5,5,1,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,6,3,0,0,0,0,2,7,1,1,2,3,0,0,0,0,0,0,3,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,1,200,0,0,1,0,0,0,0,1,,,,7,1,28,,1,,1,28,2,0,1,1,30,,,,,,,,,,,,,,,,,2.4012637,2.0155354,38000,0,0,0,0,0,0,0,0,0,38000,,,0,0,0,954.1280222047601,980.4850818910909
1242,2,0,3,58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,1,2000,98,4,99,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,,0,0,2,10,1,2,2,2,0,0,0,0,0,1,2,1,1,12,0,1,12,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,98,98,,,,,,98,,1,0,0,0,0,0,1,6,El Salvador,1,1980,3,1,34,,1,,,54,2,1,1,2,300,,,,,,,,,,,,,,,,,3.0571094,1.5138419,22000,25000,0,0,0,0,0,0,0,0,22000,25000,,0,0,1,3750.50323193695,1927.054013150729
1243,1,3,2,9,2,3,2,1,3,1,1,3,,,,,,,,,,,,,,,,,,,4,0,1,1,1003,1,1,900,,,2,3,3,1,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,5,1,0,0,0,0,1,7,1,2,2,3,0,0,0,1,0,0,2,0,1,6,,,,1,,,,,,0,0,0,1,1,1,0,1,1,0,,,,1,1,1,,1,,,1,1,1,100,1,100,1,0,0,0,0,0,1,6,Chile,1,1991,5,1,23,,1,,,25,2,0,1,3,480,,,,0,0,0,1,0,0,,,,11440,4800,7200,,2.5526452,2.6016519,18000,0,0,0,0,11440,4800,7200,0,23000,18000,,23000,0,0,0,482.398060143357,495.7239390273964
1244,2,0,2,21,2,2,18,1,15,18,2,15,,,,,,,,,,,,,,,,,,,2,0,3,1,1700,1,0,425,,,2,1,1,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,0,0,1,7,1,3,3,2,0,0,0,0,0,0,2,1,1,12,0,1,10,1,,,1,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,98,3,,,,,,1,100,0,0,0,0,0,0,1,1,,,,4,1,21,,1,,0,20,1,1,0,1,50,,,,,,,,,,,,,,,,,2.0163913,1.2424308,20000,11000,0,0,0,0,0,0,0,0,20000,11000,,0,0,0,8762.509062064959,2251.141674740167
1245,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,800,1,1,300,,,1,1,1,1,,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,,5,1,1,,0,0,4,10,1,1,2,2,0,0,0,0,0,0,2,0,2,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,,1,,,1,,,,,,,,,,98,,0,0,1,0,0,0,0,1,,,,3,1,46,,0,0,,46,1,0,0,,,,,,,,,,,,,6000,,,1800,,,.50230223,.84085292,0,0,0,6000,0,0,1800,0,0,0,,,,1,1,2,989.7994751662938,1017.141931563469
1246,3,1,3,25,2,9,21,2,9,1,2,5,,,,,,,,,,,,,,,,,,,4,3,1,1,1475,1,0,1475,,,3,2,3,0,,1,3,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,3,4,1,,1,0,1,5,1,4,1,1,0,0,0,1,0,0,1,0,2,,,,,,,,,,,1,0,0,0,1,1,0,1,0,0,1,,,,1,,,1,,,,,,,98,,0,0,0,0,0,0,1,1,,,,3,1,47,,0,0,0,47,2,0,1,,,,,,,,,,,,8600,,,,3960,,,.35730609,.30446425,0,0,8600,0,0,0,3960,0,0,0,,,0,1,1,2,3696.495985397058,1266.202956907572
1247,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,99,,99,0,,,,1,2,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,0,0,2,7,1,1,3,3,0,0,0,0,0,0,3,1,1,12,,,,99,,7,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,3000,0,0,0,0,0,0,1,6,Italy,1,1962,7,1,35,,1,,,57,1,0,0,,,,,,,,,,,,,,,,,,,4.2635016,2.4665112,50927.527,0,0,0,0,0,0,0,0,0,,,,0,0,0,3472.465925676024,3568.390151284976
1248,2,0,1,40,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,98,,98,0,,,,2,2,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,1,7,1,2,3,3,0,0,0,0,0,0,3,1,1,12,0,2,,98,9,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,99,,98,,,,,98,,0,0,0,0,0,0,1,1,,,,7,1,20,,1,,,37,1,1,0,3,2400,,,,,,,,,,,,,,,,,6.8733368,3.3907781,105670.68,0,0,0,0,0,0,0,0,0,,,,0,0,0,5918.460789029037,3040.805585906821
1249,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1250,1,0,1250,,,1,3,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,1,,0,1,2,9,1,3,3,2,1,0,0,1,1,0,1,0,2,,,,,,,,,,,1,1,0,0,1,0,0,1,0,0,1,1,,,1,,,,,,,,,,1,0,0,0,1,0,0,0,0,6,Haiti,1,1988,2,1,25,,1,,,54,2,0,1,,,,,,,,,,,,8796,0,,,3600,,,2.3781822,2.2145615,0,0,8796,19611.387,0,0,3600,0,0,0,,,,0,0,2,4637.622263064436,4765.733044789296
1250,3,1,3,46,1,1,43,1,12,17,1,7,,,,,,,,,,,,,,,,,,,4,2,1,1,1250,1,1,600,,,1,4,3,1,,1,1,1,365,1,1,1,0,0,0,1,1,1,1,1,1,0,,2,4,1,,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,0,2,,1,1,6,,,,98,1,,1,1,1,0,1,0,0,1,0,0,98,1,1,,1,,,1,,,,,,,1,2400,0,0,0,0,0,0,1,1,,,,2,1,44,,1,,0,44,2,1,1,1,60,,,,,,,,,,,10308,41600,,9600,,,2.268276,1.9586819,0,4287.1323,100000,10308,10968.122,0,13200,0,0,30000,,,30000,0,0,2,3152.756361282465,1079.83542212464
1251,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,99,,99,0,,,,1,2,2,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,1,1,1,5,1,1,3,3,0,0,0,0,0,1,2,1,1,9,,,,1,,,,,,0,0,0,1,0,0,0,0,0,0,,,,1,,,,,,,,,,,1,3000,0,0,0,0,0,1,0,99,,97,,7,1,31,,1,,,57,1,0,0,3,2000,,,,,,,,,,,,,156000,,,,9.3428211,5.0608206,70000,0,0,0,0,81219.367,0,0,0,0,70000,,,0,0,1,731.7648528090316,751.9792993539289
1252,2,0,1,40,1,9,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1040,1,0,1040,,,2,3,1,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,0,0,2,7,1,2,3,3,3,0,0,0,0,0,3,0,2,,,,,,,,,,,1,1,0,0,1,0,0,1,0,0,1,1,,,1,,,98,5,,,,,,1,120,1,0,0,0,0,0,1,6,Colombia,1,1985,2,1,25,,1,,,62,1,0,0,,,,,,,,,,,,620,620,,,2460,,,1.7236427,1.4155147,0,0,620,620,0,0,2460,0,0,25259.283,,,,0,0,2,8762.509062064959,4502.283349480334
1253,2,1,2,37,2,13,40,1,17,3,1,6,0,,,0,,,0,,,0,,,0,,,0,,,3,1,4,1,1200,,,,,,1,4,2,0,,1,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,1,,1,1,2,7,1,1,2,3,1,0,0,1,0,0,2,0,2,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,,,,,,98,7,,,,,,1,0,0,0,1,0,0,0,0,6,Guyana,1,2006,3,1,6,,1,,0,20,1,0,0,,,,,,,,,,,,,,,,,,,2.9967873,2.016041,0,0,0,0,0,0,0,0,0,55380.629,,,,1,0,2,3667.158715671685,1256.267922884217
1254,2,0,1,988,2,13,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,98,,98,1,,,,2,3,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,0,0,3,7,1,1,3,3,0,0,0,0,0,0,3,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,98,98,,,,,,1,500,0,0,1,0,0,0,0,1,,,,3,1,22,,0,1,1,22,1,0,0,2,150,,,,,,,,,,,,,,,,,7.6420846,5.591198,30000,0,0,0,0,0,0,0,0,87489.406,30000,,,0,0,0,1009.135402939835,518.6772934951473
1255,4,0,1,57,2,1,33,1,9,30,1,9,,,,,,,,,,,,,,,,,,,4,1,2,,,,,,99,,3,2,3,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,0,0,3,9,1,1,3,3,0,0,0,0,0,0,3,0,2,,1,1,12,,,,1,,,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,98,7,,,,,,1,1500,0,0,1,0,0,0,0,1,,,,7,1,55,,1,,,57,1,1,0,3,1200,,,,,,,,,,70000,36000,,,,,,9.130599,6.4720659,0,55000,70000,27067.061,0,0,0,0,0,64221.715,,55000,,0,0,2,6578.21597978488,1689.983546110675
1256,2,0,1,95,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1200,1,0,1200,,,3,3,1,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,4,1,,0,0,4,5,1,1,3,3,0,0,0,0,0,0,3,0,2,,0,2,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,,,,,1,75,0,99,99,99,99,99,99,1,,,,8,1,96,,1,,,94,1,1,0,,,,,,,,,,,,35000,,,,,,,2.5219772,1.7171152,0,0,35000,0,0,0,0,0,0,0,,,35000,0,0,2,2031.939306547174,1044.206334592608
1257,2,1,2,42,1,1,5,2,3,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,,,99,,2,2,2,0,1,0,,0,,,0,0,0,,0,,0,0,0,0,0,0,,,2,0,0,0,0,3,6,1,2,2,3,0,0,0,0,0,0,2,1,1,3,1,1,12,99,,98,98,98,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,0,,,,98,,0,0,0,0,0,1,0,6,Trinidad and Tobago,98,,98,1,20,,1,,0,40,2,1,1,,,,trindad,,,,,,,,,,,,,,,9.8687649,5.5105209,58396.895,123977.88,0,0,0,0,0,0,0,0,,,0,0,0,0,778.4377819175803,400.1420599751203
1258,5,1,1,24,1,12,2,2,6,21,2,12,25,1,12,43,2,13,,,,,,,,,,,,,6,1,1,1,1200,1,1,0,,,3,1,4,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,0,0,3,9,1,1,3,3,0,0,0,0,0,0,3,0,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,98,4,,,,,,1,2000,0,0,1,0,0,0,0,1,,,,2,1,9,,1,,,18,2,0,1,,,,,,,,,,,,,,,,,,,.58920366,.76000154,0,0,0,0,0,0,0,0,0,19430.758,,,,1,1,0,8442.132741541278,2168.920703512403
1259,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1400,1,1,1400,,,1,1,1,1,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,,0,0,3,8,1,3,2,3,0,0,0,0,0,0,2,1,1,12,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,6,Peru,1,1970,3,1,42,,0,0,,74,1,0,0,2,700,,,,,,,,,,,,,,,,,8.7216873,4.0442448,96034.5,0,0,0,0,0,0,0,0,0,7,,,0,0,0,3059.077125000307,3143.581799941527
1260,2,2,1,51,2,1,7,2,3,1,2,3,,,,,,,,,,,,,,,,,,,4,0,2,,,,,,1,1700,2,1,2,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,0,0,2,8,1,1,3,3,0,0,0,0,0,0,3,1,1,12,1,1,12,1,,,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,1,1,1,750,1,300,0,0,0,0,0,0,1,1,,,,7,1,22,,1,,,55,1,1,0,2,75,BABYSITTER,,,0,0,0,0,0,1,,,,,,,,12.884937,6.0748601,90000,210000,0,0,0,0,0,0,0,0,90000,210000,0,0,0,0,3531.807221256893,1814.685352472784
