subject_id,q3a1,q3a2,q3a3_1,q3a3_2,q3a3_3,q3a3_4,q3a3_5,q3a3_6,q3a3_7,q3a3_8,q3a4_1,q3a4_2,q3a4_3,q3a4_4,q3a4_5,q3a4_6,q3a4_7,q3a4_8,q3a4_9,q3a4_10,q3a4_11,q3a5,q3a6,q3a7,q3a7_1x,q3a7_2x,q3a7_3x,q3a7_4x,q3a8,q3a9,q3a10,q3a11,q3a12,q3a13,q3b1,q3b2,q3b2x,q3b3,q3b3x,q3b4,q3b5,q3b6,q3b6a,q3b6x,q3b7,q3b8,q3b8x,q3b9,q3b10,q3b11_1,q3b11_1x,q3b11_2,q3b11_2x,q3b11_3,q3b11_3x,q3b12_1,q3b12_1x,q3b12_2,q3b12_2x,q3b12_3,q3b12_3x,q3b13,q3b14,q3b14x,q3b15,q3b16,q3b17,q3b17x,q3b18,q3b19,q3b20,q3b20x,q3b21,q3b22,q3b23,q3b23x,q3b24,q3b25,q3b26,q3b26x,q3b27,q3b28,q3b29,q3b29x,q3b30,q3b31,q3b32,q3b32x,q3b33,q3b34,q3b35,q3b35x,q3b36,q3b36x,q3b37,q3c1,q3c2,q3c3,q3c3x,q3c4,q3c5,q3c6,q3c6x,q3c7,q3c8,q3c9,q3c9x,q3c10,q3c11,q3c12,q3c12x,q3c13,q3c13x,q3c14,q3c15,q3c16,q3d1,q3d2,q3d3,q3newyork,q3weight_p,q3weight_pu
1017,1,1,0,0,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,1,2,1,1987,1,110000,,0,,,,1,1,100000,,1,1,2012,1,2011,97,,1,Hyundai Sonata,1,Ford Edge,97,,1,99,,,0,,,,99,,,,99,,,,1,99,,,99,,,,0,,,,99,,,,,,1,1,,,,0,,,,0,,,,2,,,,,,0,0,0,98,98,1,7223.641949,10834
1018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2,0,0,0,2,5,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,20,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,0,,,,,1,1,9000,,0,,,,2,,,,,,1,0,0,1,0,1,3808.180819,2856
1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2,0,0,0,3,2,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,500,,0,,,,0,,,,0,,,,1,98,,1,1,1,4000,,0,,,,0,,,,,,1,2,99,,,0,,,,0,,,,2,,,,,,0,0,0,1,0,1,2050.276813,6150
1021,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,1,1,Sister died - diagnosed pancreatic cancer.,,,,3,0,0,0,3,4,1,,,,,,,,,,,,,,1,1,2005,97,,97,,1,Nissan Quest,97,,97,,1,99,,,1,99,,,0,,,,1,99,,,1,99,,,1,99,,,0,,,,0,,,,,,1,2,99,,,0,,,,0,,,,1,99,,99,,,0,0,0,0,0,1,1326.845807,995
1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,3,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,1,1,I received my Bachelors of Science degree in Childhood Education,,,,2,0,0,1,2,3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,45,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,0,,,,,1,1,8500,,1,1,750,,2,,,,,,0,0,0,1,1,1,3774.509606,5661
1026,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,97,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,97,,4,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,1,,,,1,97,,5,1,97,,1,2,,,,,,97,97,97,97,97,97,7040.950616,21120
1027,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,son got arrested and beaten up,,,,1,0,1,0,1,2,1,,,,,,,,,,,,,,1,1,1980,97,,97,,1,Honda Accord,97,,97,,99,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,1,1,25000,,2,,,,,,0,1,0,98,1,1,9164.570665,6872
1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,2,1,,,,,,,,,,,,,,1,1,2001,97,,97,,1,Buick Park Avenue,97,,97,,1,1,30000,,0,,,,0,,,,0,,,,0,,,,1,1,17000,,0,,,,0,,,,,,1,1,,,,1,1,5000,,1,1,5000,,2,,,,,,0,0,1,1,98,1,3829.517033,5744
1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,1,0,1,0,1,4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,0,,,,,1,1,500,,0,,,,2,,,,,,0,0,1,98,98,1,991.4671938,1487
1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,3,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,2,2,1,2005,1,600000,,1,1,,350000,0,,,,1,1,2013,97,,97,,1,Toyota Prius,97,,97,,1,1,10000,,1,1,40000,,0,,,,0,,,,1,1,1300000,,0,,,,1,1,,,1,1,real estate,1,4000000,,1,1,,,,0,,,,0,,,,1,1,car loan,1,30000,,0,0,0,0,0,1,2176.627205,3264
1038,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2,0,0,0,3,3,2,1,2004,1,375000,,1,1,,25000,1,99,,,1,1,2013,97,,97,,1,lexus s350,97,,97,,1,99,,,0,,,,0,,,,0,,,,1,99,,,0,,,,1,99,,,0,,,,,,1,1,,,,0,,,,0,,,,2,,,,,,0,0,1,0,1,1,,
1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,3,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,1,0,0,0,,0,,,,,,3,0,1,0,2,3,1,,,,,,,,,,,,,,1,1,1994,97,,97,,1,Mazda 626,97,,97,,1,98,,2,1,1,2000,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,2,1,2500,,0,,,,0,,,,2,,,,,,0,0,0,0,98,1,2790.043357,4184
1041,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,0,,,,,,3,0,0,0,3,2,2,1,1998,1,825000,,0,,,,1,1,330000,,1,1,2005,97,,97,,1,Ford Freestyle,97,,97,,1,98,,7,0,,,,1,1,300000,,1,1,1,,1,1,1100000,,1,98,,9,0,,,,0,,,,,,1,1,,,,0,,,,0,,,,2,,,,,,0,0,0,0,0,1,3174.428588,4761
1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,3,0,0,0,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,1,,0,,,,,,2,0,0,0,2,4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,1,,,,0,,,,0,,,,2,,,,,,0,0,1,0,98,1,10974.14831,8230
1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,2,2,1,2012,1,30000,,0,,,,0,,,,1,1,2003,97,,97,,1,buick lesaber,97,,97,,1,1,60000,,1,1,20000,,0,,,,0,,,,0,,,,1,1,10000,,0,,,,0,,,,,,1,1,,,,0,,,,0,,,,2,,,,,,0,0,1,0,0,1,4586.952629,4586
1047,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,woman she took care of died so shes been without a job for 4 months,,,,3,0,0,0,1,1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,500,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,2,99,,,0,,,,0,,,,2,,,,,,0,0,1,1,98,1,1513.204302,4539
1048,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,,1,97,,,,,2,0,0,0,1,3,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,98,,4,0,,,,0,,,,,,1,2,1,101,,1,98,,1,1,98,,1,1,97,,98,,2,0,1,0,98,98,1,4456.268319,4456
1049,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,2,1,,,,,,,,,,,,,,1,1,2013,97,,97,,1,Toyota Camry Hybrid XLE,97,,97,,1,1,4500,,1,1,550000,,1,1,850000,,0,,,,1,1,600000,,0,,,,0,,,,0,,,,,,1,1,,,,0,,,,0,,,,1,1,mortgage on condominuim; car,1,101000,,0,0,1,98,0,1,15892.8124,23836
1050,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,,,,,,1,0,0,0,1,3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,100,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,2,1,2000,,1,1,35000,,0,,,,2,,,,,,0,0,1,1,1,1,1117.150829,1676
1051,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,0,,,,,,3,0,0,0,3,2,2,1,2007,1,1180000,,0,,,,1,1,792000,,1,1,2013,97,,97,,1,BMW,97,,97,,1,1,30000,,1,1,30000,,1,1,20000,,0,,,,1,98,,6,1,98,,9,0,,,,1,1,Jewelry,98,,6,1,2,1,30000,,0,,,,0,,,,2,,,,,,1,0,0,0,0,1,1109.483127,3328
1052,3,0,0,0,0,0,0,0,,,0,0,0,0,1,1,1,1,0,0,0,,0,,,,,,2,0,0,0,1,1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,0,,,,2,,,,,,0,0,1,1,1,1,1379.186207,4137
1053,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,4,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,0,,0,,,,0,,,,0,,,,1,98,,9,0,,,,0,,,,0,,,,,,1,2,1,300,,0,,,,0,,,,2,,,,,,0,0,0,0,0,1,2915.060236,8744
1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,I have completed my college program.,,,,2,0,0,0,2,3,1,,,,,,,,,,,,,,1,1,2012,97,,97,,1,Honda Accord,97,,97,,1,1,10000,,0,,,,0,,,,0,,,,0,,,,1,1,2000,,1,1,20000,,0,,,,,,1,2,1,3500,,0,,,,0,,,,1,1,From friend,1,10000,,0,0,0,98,1,1,4140.892406,6210
1057,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,2,3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,200,,0,,,,0,,,,0,,,,0,,,,1,1,25000,,0,,,,0,,,,,,0,,,,,0,,,,0,,,,1,1,owes money for labwork (medical expenses),1,90,,0,0,0,98,0,1,3422.128697,10265
1058,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,2,2,1,,,,,,,,,,,,,,1,97,,97,,97,,97,,97,,97,,1,98,,97,97,,,,97,,,,0,,,,98,,,,98,,,,97,,,,0,,,,,,1,2,97,,97,97,,,,0,,,,2,,,,,,0,98,0,98,98,1,4659.629108,13977
1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,3,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,1,2,2,2,1,2008,1,980000,,0,,,,0,,,,0,,,,,,,,,,,,,1,1,500,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,1,,,,0,,,,1,1,1000,,2,,,,,,0,0,1,0,1,1,2426.994341,3640
1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,2,97,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,,,,,,,,,97,2,1,2014,1,900000,,0,,,,0,,,,0,,,,,,,,,,,,,1,1,500,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,2,1,600,,1,1,23000,,1,1,1500,,2,,,,,,0,0,1,1,1,97,1730.90036,1731
1066,1,0,0,0,0,0,0,0,,,1,0,0,0,0,1,0,0,1,0,0,,0,,,,,,3,0,0,0,3,1,2,1,1998,1,600000,,0,,,,1,1,230000,,1,1,2000,1,2012,97,,1,Mercury Sable 2000,1,Honda Sonada,97,.,1,98,,2,0,,,,0,,,,1,1,5000,,1,1,200000,,1,98,,9,0,,,,0,,,,,,1,2,1,2000,,0,,,,1,1,200,,2,,,,,,1,0,0,0,0,1,6630.561876,4972
1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,2,2,2,98,,98,,2,1,1,,50000,1,1,200000,,1,1,2005,97,,97,,1,Nissan Altima,97,,97,.,1,99,,,1,98,,98,1,98,,98,98,,,,1,98,,98,1,98,,9,0,,,,0,,,,,,0,,,,,1,1,75000,,0,,,,2,,,,,,0,1,0,0,0,1,1478.866332,2218
1071,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,4,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,5000,,0,,,,0,,,,0,,,,1,98,,2,0,,,,0,,,,0,,,,,,1,1,,,,1,1,25000,,0,,,,2,,,,,,0,0,0,0,0,1,14744.324,14742
1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,4,1,,,,,,,,,,,,,,1,1,1987,97,,97,,1,Honda Accord,97,,97,,1,99,,,1,99,,,1,99,,,1,99,,,1,99,,,1,99,,,0,,,,0,,,,,,1,1,,,,0,,,,0,,,,2,,,,,,0,0,0,98,98,1,1147.821637,1722
1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,1,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2,0,0,0,2,3,2,1,1978,1,40000,,0,,,,0,,,,0,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,1,,,,0,,,,0,,,,2,,,,,,0,0,0,0,0,1,830.4454539,830
1078,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,97,,,,,1,0,1,0,1,3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,2,1,400,,1,1,13000,,0,,,,2,,,,,,0,0,1,98,98,1,1697.229147,2546
1079,3,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,2,2,2,1,2010,1,207000,,1,1,,30000,0,,,,1,1,2010,97,,97,,1,Kia Soul,97,,97,,1,98,,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,99,,,,,,1,2,99,,,0,,,,0,,,,2,,,,,,0,0,1,1,1,1,974.4648983,2923
1080,3,0,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,1,1,was let go,,,,2,0,1,0,1,3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,98,,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,1,2,1,2300,,1,1,9700,,0,,,,2,,,,,,0,0,0,98,98,1,1451.862686,4355
1081,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,2,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,98,,7,0,,,,1,98,,8,1,98,,6,1,98,,7,0,,,,0,,,,1,1,jewlery and artwork,98,,98,1,1,,,,0,,,,0,,,,2,,,,,,0,0,1,0,0,1,2406.324884,7218
1083,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,1,1,Got a flu,,,,2,0,0,1,2,2,2,1,2004,1,290000,,1,1,,25000,1,1,320000,,1,1,2014,97,,97,,1,Honda Pilot,97,,97,,1,1,650,,1,1,6000,,0,,,,0,,,,1,1,25000,,1,1,5000,,0,,,,0,,,,,,0,,,,,1,1,70000,,0,,,,2,,,,,,0,0,1,98,0,1,2414.325964,3621
1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2,0,0,1,1,2,1,,,,,,,,,,,,,,1,1,1998,1,2011,97,,1,Honda Accord,1,Mercedes Benz,97,,1,1,500,,0,,,,0,,,,0,,,,1,98,,4,0,,,,1,98,,2,0,,,,,,1,2,98,,2,1,1,2500,,0,,,,2,,,,,,0,0,1,1,1,1,3864.521759,5796
1087,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,,0,,,,,,1,0,1,1,1,4,1,,,,,,,,,,,,,,1,1,1996,97,,97,,1,Nissan Maxima,97,,97,,1,1,500,,0,,,,0,,,,0,,,,98,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,1,1,1000,,1,1,bank loan,1,500,,0,0,0,1,1,1,3419.46167,5128
1088,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,2,2,2,1,2001,99,,,0,,,,1,1,55000,,0,,,,,,,,,,,,,1,1,800,,0,,,,0,,,,0,,,,1,1,200000,,1,98,,9,0,,,,0,,,,,,1,2,1,5000,,0,,,,0,,,,2,,,,,,0,0,0,0,0,1,4794.647337,14382
1089,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,,1,1,I HAD HEALTH PROBLEMS,,,,1,0,1,0,1,97,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,1,97,,2,1,1,"SAVINGS AND LOAN ASSOCIATIONS, AND FRIEND. PAWN SHOPS",97,,3,97,97,97,97,97,97,13997.88989,20994
1090,3,0,0,0,1,1,0,1,,,0,0,1,1,1,0,0,1,0,0,0,,0,,,,,,2,0,0,1,1,5,1,,,,,,,,,,,,,,1,1,2007,97,,97,,1,chrysler pacifica,97,,97,,1,1,28,,0,,,,0,,,,0,,,,0,,,,1,98,,9,0,,,,0,,,,,,1,2,1,6000,,1,1,10000,,1,1,4000,,1,97,,1,3000,,0,0,1,1,1,1,719.7638438,2159
1091,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,2,2,1,2012,1,200000,,0,,,,1,1,150000,,1,1,2007,97,,97,,1,Infiniti SX35,97,,97,,1,1,5000,,0,,,,1,1,12000,,0,,,,1,98,,98,0,,,,0,,,,0,,,,,,1,1,,,,1,1,5000,,0,,,,2,,,,,,0,0,0,0,0,1,1011.469894,1517
1092,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2,0,1,0,1,3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,,0,,,,1,97,,1,700,,0,1,1,0,0,1,13358.47023,20035
1093,3,0,0,0,0,0,1,1,,,0,0,0,1,0,1,0,0,0,0,0,,1,1,Got promoted,,,,3,0,0,0,3,1,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,45,,0,,,,0,,,,0,,,,0,,,,98,,,,0,,,,0,,,,,,1,2,98,,1,0,,,,0,,,,2,,,,,,0,0,0,98,98,1,3685.16421,3685
1094,3,1,97,97,97,97,1,97,97,97,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,1,0,1,0,1,3,1,,,,,,,,,,,,,,1,97,,97,,97,,97,,97,,97,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,0,,,,,1,1,4000,,1,1,569,,1,1,Friends,1,3800,,0,0,1,98,1,1,2525.007574,7574
1095,3,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,3,0,0,0,3,3,1,,,,,,,,,,,,,,1,1,2010,97,,97,,1,Toyota,97,,97,,1,1,3000,,0,,,,0,,,,0,,,,0,,,,1,98,,98,0,,,,0,,,,,,1,2,1,2000,,0,,,,0,,,,2,,,,,,0,0,0,98,1,1,2224.300308,2224
1096,1,97,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,,,,,,,,,97,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,98,,2,1,1,5000,,0,,,,0,,,,0,,,,1,1,500,,0,,,,0,,,,,,1,2,1,1000,,0,,,,0,,,,2,,,,,,0,0,0,98,0,97,4801.981661,3601
