imp_billindsev,imp_educat,imp_female,imp_financindsev,imp_foodindsev,imp_houseindsev,imp_race,r_age,sevhard,sevhealthd,spmpov,spmres
0,4,0,0,0,0,5. Hispanic,36,0,0,1,50
0,4,0,0,0,0,2. Black Non-Hispanic,29,0,0,0,44733.914
0,4,1,0,0,0,1. White Non-Hispanic,35,0,1,0,77064.023
1,2,0,0,1,0,2. Black Non-Hispanic,28,1,0,0,16809
0,4,1,0,0,0,5. Hispanic,29,0,0,0,120835.28
0,4,1,0,0,0,2. Black Non-Hispanic,36,0,0,0,73210.672
0,4,0,0,0,0,3. Asian Non-Hispanic,26,0,0,0,75068.5
0,4,1,0,0,0,5. Hispanic,25,0,0,0,50994.012
1,1,0,1,1,1,2. Black Non-Hispanic,33,1,0,1,20420.791
0,2,0,0,0,0,5. Hispanic,18,0,0,1,26825.381
0,1,1,0,0,0,5. Hispanic,29,0,0,0,36274.672
0,2,1,0,0,0,1. White Non-Hispanic,21,0,0,0,66822.102
0,4,1,0,0,0,1. White Non-Hispanic,39,0,0,0,96464.289
0,1,1,0,0,0,2. Black Non-Hispanic,58,0,0,0,50671.195
0,1,0,0,0,0,2. Black Non-Hispanic,51,0,1,0,147792.94
0,4,0,0,0,0,5. Hispanic,36,0,0,0,95417.25
0,3,1,0,0,0,1. White Non-Hispanic,55,0,0,0,182884.3
0,4,1,0,0,0,5. Hispanic,39,1,0,0,46472
1,3,0,0,1,0,3. Asian Non-Hispanic,23,1,0,0,91370.875
0,4,0,1,0,0,4. Other / MultiRacial,40,1,0,0,30158.25
0,4,1,0,0,0,3. Asian Non-Hispanic,35,0,0,0,131579.3
0,2,0,0,0,0,5. Hispanic,44,0,0,0,104140.37
0,2,1,0,0,0,5. Hispanic,18,0,0,1,35039.723
0,4,0,0,0,0,3. Asian Non-Hispanic,23,0,0,0,145317.73
0,2,0,0,0,0,5. Hispanic,24,0,0,0,65853.68
0,2,1,1,0,0,5. Hispanic,53,1,0,0,50158.52
0,2,1,0,0,0,5. Hispanic,56,0,0,0,108976.5
0,3,0,0,0,0,1. White Non-Hispanic,29,0,0,0,33025.43
0,4,0,0,0,0,1. White Non-Hispanic,55,0,0,0,30834.018
0,2,0,0,0,0,3. Asian Non-Hispanic,23,0,0,0,23153.73
1,3,1,0,0,1,5. Hispanic,25,1,1,0,46553.184
1,2,0,1,0,0,2. Black Non-Hispanic,35,1,1,0,43952.84
0,4,0,0,0,0,1. White Non-Hispanic,24,0,0,0,48738.25
0,3,0,0,0,0,5. Hispanic,53,0,0,0,92440.898
0,3,0,0,0,0,4. Other / MultiRacial,23,1,0,0,24048.25
0,4,1,0,0,0,1. White Non-Hispanic,34,0,0,0,125417.61
0,3,1,0,0,0,5. Hispanic,20,0,1,1,8901.0889
0,1,1,1,0,0,2. Black Non-Hispanic,42,1,0,1,19776.938
1,2,0,0,0,0,5. Hispanic,62,1,0,0,37183.5
0,3,1,0,0,1,2. Black Non-Hispanic,29,1,0,0,52038.602
0,3,0,0,0,0,2. Black Non-Hispanic,20,0,0,1,16889.861
0,3,0,1,0,0,2. Black Non-Hispanic,23,1,0,1,50254.93
0,3,1,0,0,0,1. White Non-Hispanic,52,0,0,0,48064.25
0,4,1,0,0,0,1. White Non-Hispanic,45,0,0,0,90237.813
0,4,0,0,0,0,1. White Non-Hispanic,31,1,0,0,66024.422
0,2,1,0,0,1,5. Hispanic,36,1,0,0,35625.309
0,2,0,1,0,0,5. Hispanic,57,1,0,0,43307.332
0,4,0,0,0,0,1. White Non-Hispanic,31,0,0,0,54138.91
0,3,0,0,0,0,2. Black Non-Hispanic,56,1,0,1,28008.496
0,2,1,1,1,0,1. White Non-Hispanic,68,1,1,0,19493.652
0,2,1,0,0,0,2. Black Non-Hispanic,59,0,0,0,119531.3
0,2,0,0,0,0,1. White Non-Hispanic,20,0,0,0,25378.75
0,1,1,1,0,0,1. White Non-Hispanic,68,1,1,0,80369.961
0,4,1,0,0,0,3. Asian Non-Hispanic,24,0,0,0,20184.986
1,3,1,0,0,0,1. White Non-Hispanic,50,1,0,0,207400
0,2,1,0,0,0,2. Black Non-Hispanic,46,0,0,0,45170.648
1,2,0,1,1,1,2. Black Non-Hispanic,45,1,0,0,15033.455
0,3,0,1,0,0,5. Hispanic,30,1,0,0,14533.481
0,4,1,0,0,0,2. Black Non-Hispanic,42,0,0,0,207400
0,4,1,0,0,0,5. Hispanic,37,0,0,1,24821.125
0,4,1,0,0,0,1. White Non-Hispanic,43,0,0,0,91969.82
0,1,0,1,0,1,5. Hispanic,53,1,1,0,21605.859
0,3,0,1,0,0,1. White Non-Hispanic,44,1,0,0,126915
0,2,0,1,0,0,1. White Non-Hispanic,42,1,0,0,57958
0,1,0,0,0,0,1. White Non-Hispanic,59,0,0,0,22196.5
0,4,1,0,0,0,1. White Non-Hispanic,23,0,0,0,16917.143
0,3,0,0,0,0,5. Hispanic,23,0,0,1,40103.152
0,2,0,0,0,0,2. Black Non-Hispanic,20,0,0,0,47693.141
0,4,0,0,0,0,1. White Non-Hispanic,62,0,0,0,70838.859
1,3,1,0,0,0,2. Black Non-Hispanic,21,1,0,0,20159.5
0,2,1,0,0,0,2. Black Non-Hispanic,62,1,1,1,12901.943
0,2,0,1,0,0,5. Hispanic,40,1,1,1,25678.949
0,4,1,0,0,0,1. White Non-Hispanic,49,0,0,0,77138.25
0,2,1,0,0,0,2. Black Non-Hispanic,76,0,0,0,96329.242
1,2,0,0,0,0,5. Hispanic,56,1,0,0,51853.832
0,2,1,0,0,0,2. Black Non-Hispanic,22,0,0,0,60064.141
0,3,1,0,0,0,5. Hispanic,26,0,0,0,43193.141
0,4,1,0,0,0,1. White Non-Hispanic,47,0,0,0,43504.25
1,3,0,0,0,0,2. Black Non-Hispanic,55,1,0,0,20001.02
0,4,0,0,0,0,5. Hispanic,29,0,0,0,84844.633
0,4,0,0,0,0,2. Black Non-Hispanic,22,0,0,0,53881.758
0,2,0,0,0,0,4. Other / MultiRacial,26,0,0,0,150158.81
0,3,1,0,0,0,1. White Non-Hispanic,42,1,0,1,11684.42
0,2,0,0,0,0,1. White Non-Hispanic,56,0,0,0,159027.33
0,4,0,1,0,0,3. Asian Non-Hispanic,60,1,0,1,21920.949
1,4,1,0,1,1,5. Hispanic,43,1,0,1,2419.8164
0,4,0,0,0,0,1. White Non-Hispanic,52,0,0,0,164380.88
0,4,0,0,0,0,1. White Non-Hispanic,55,0,0,0,102331.14
0,4,1,0,1,1,2. Black Non-Hispanic,53,1,1,1,1873.63
0,4,1,0,0,0,1. White Non-Hispanic,53,0,1,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,25,0,0,0,102056.6
0,3,0,0,0,0,4. Other / MultiRacial,28,0,0,0,39268
0,4,0,0,0,0,5. Hispanic,40,0,0,0,119891.2
0,2,0,0,0,0,2. Black Non-Hispanic,20,0,0,0,165820.47
0,3,0,0,1,0,2. Black Non-Hispanic,69,1,1,0,120237.41
0,4,0,0,0,0,1. White Non-Hispanic,69,0,0,0,195000
0,2,0,0,0,0,1. White Non-Hispanic,60,0,1,0,20531.998
0,3,0,0,1,0,2. Black Non-Hispanic,49,1,1,0,19982.023
1,4,1,1,1,1,5. Hispanic,41,1,0,0,33173.57
0,4,0,0,0,0,3. Asian Non-Hispanic,50,0,0,0,63924.602
0,2,0,0,0,0,2. Black Non-Hispanic,34,0,0,1,13117.36
0,3,0,0,0,0,4. Other / MultiRacial,34,1,0,0,81979.375
0,4,1,0,0,0,1. White Non-Hispanic,29,0,0,0,44988.383
0,3,0,0,0,0,2. Black Non-Hispanic,20,0,0,0,49336.73
0,3,0,0,0,0,5. Hispanic,46,0,0,0,132821.58
0,2,1,0,0,0,2. Black Non-Hispanic,64,0,0,1,1439.7712
0,4,0,0,0,0,1. White Non-Hispanic,30,0,0,0,43386.25
0,4,1,0,0,0,4. Other / MultiRacial,51,0,0,0,88930.602
0,2,0,0,0,0,2. Black Non-Hispanic,25,0,0,0,56945.941
0,4,1,0,0,0,2. Black Non-Hispanic,28,0,0,0,138291.25
0,2,1,0,0,0,5. Hispanic,21,0,0,0,41224.441
0,2,0,0,0,0,1. White Non-Hispanic,20,0,0,0,126846.11
0,4,1,0,0,0,1. White Non-Hispanic,46,0,0,1,5941.2178
0,1,1,0,0,0,5. Hispanic,35,0,1,1,27395.936
0,4,1,0,0,0,5. Hispanic,34,0,0,0,56958.801
0,1,0,0,0,0,2. Black Non-Hispanic,45,0,1,0,24201.869
0,3,1,0,0,0,3. Asian Non-Hispanic,21,0,0,0,90102.648
0,3,0,1,0,1,4. Other / MultiRacial,32,1,0,0,66784.578
0,3,0,0,0,0,1. White Non-Hispanic,45,0,0,0,207400
0,4,1,1,1,1,4. Other / MultiRacial,42,1,0,1,9644.9502
0,4,0,0,0,0,4. Other / MultiRacial,27,0,0,0,69811.07
0,4,0,1,0,0,4. Other / MultiRacial,27,1,0,0,44613.039
0,4,0,0,0,1,4. Other / MultiRacial,34,1,0,0,46867.34
0,2,0,0,0,0,5. Hispanic,49,0,0,1,-4348.4331
1,2,0,1,1,1,2. Black Non-Hispanic,29,1,0,1,19558.58
0,4,1,0,0,0,1. White Non-Hispanic,62,0,0,0,154657.09
0,2,1,0,0,0,1. White Non-Hispanic,44,0,0,0,100894.35
0,3,1,1,0,1,4. Other / MultiRacial,53,1,1,1,7440.3823
0,3,1,0,0,0,5. Hispanic,18,0,0,1,12819.73
0,2,1,1,0,0,2. Black Non-Hispanic,51,1,1,0,23534.164
0,2,0,0,0,0,5. Hispanic,55,0,0,0,95502.25
0,3,0,0,0,0,5. Hispanic,43,0,0,0,73186
0,2,1,1,1,1,2. Black Non-Hispanic,52,1,1,0,64783.211
0,3,1,0,0,0,5. Hispanic,52,0,0,0,69818.25
0,1,0,0,1,0,5. Hispanic,62,1,0,0,29920.238
0,3,0,0,0,0,5. Hispanic,67,0,1,0,25077.313
0,4,0,0,0,0,1. White Non-Hispanic,26,0,0,0,112728.25
1,1,1,0,0,0,5. Hispanic,28,1,1,0,39821.512
1,3,1,0,0,0,2. Black Non-Hispanic,30,1,0,0,64424.813
0,2,1,0,0,0,5. Hispanic,52,1,0,0,56119.27
0,3,1,0,0,0,2. Black Non-Hispanic,66,0,0,0,48900
0,4,0,0,0,0,3. Asian Non-Hispanic,32,0,1,0,47443.25
0,4,0,0,0,0,1. White Non-Hispanic,32,0,0,0,84244.234
0,4,1,0,0,0,1. White Non-Hispanic,46,0,0,0,79066.102
1,1,1,1,1,0,2. Black Non-Hispanic,57,1,1,0,26292.115
1,1,1,1,1,1,1. White Non-Hispanic,44,1,1,0,68200.961
0,1,1,1,0,0,4. Other / MultiRacial,49,1,0,0,42581.688
1,3,1,0,0,0,5. Hispanic,33,1,1,0,54951.75
0,2,1,0,0,0,5. Hispanic,30,0,0,0,19706.25
1,2,0,0,0,1,2. Black Non-Hispanic,26,1,0,1,23007.701
0,1,1,0,0,0,5. Hispanic,28,0,0,0,22944.889
0,2,1,0,0,0,5. Hispanic,37,0,1,0,57585.906
0,4,0,0,0,0,1. White Non-Hispanic,36,0,0,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,36,0,0,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,25,0,0,0,190043.25
0,4,1,0,0,0,2. Black Non-Hispanic,40,0,0,0,42253.723
0,1,0,1,0,0,5. Hispanic,58,1,1,1,27296.625
0,1,1,0,1,0,1. White Non-Hispanic,53,1,1,0,14713
0,3,1,0,0,0,2. Black Non-Hispanic,34,0,0,0,115672.62
0,4,0,0,0,0,1. White Non-Hispanic,60,0,0,0,33735.301
1,3,1,0,0,0,5. Hispanic,44,1,0,0,43702.879
0,2,0,0,0,0,5. Hispanic,54,0,0,1,7418.9775
0,1,0,0,0,0,5. Hispanic,41,0,0,0,94014.234
1,4,0,0,0,1,1. White Non-Hispanic,59,1,1,0,17890.523
1,3,1,0,1,0,2. Black Non-Hispanic,35,1,0,0,79151.734
0,2,1,0,0,0,3. Asian Non-Hispanic,21,0,0,1,30095.342
0,1,0,0,0,0,2. Black Non-Hispanic,31,0,0,0,115523.96
0,4,1,0,0,0,2. Black Non-Hispanic,31,1,0,0,49314.25
0,4,1,1,0,0,1. White Non-Hispanic,62,1,0,0,32423.264
0,4,0,0,0,0,1. White Non-Hispanic,35,0,0,0,74005.5
0,1,0,0,0,0,1. White Non-Hispanic,52,0,1,0,207400
0,3,0,0,0,0,1. White Non-Hispanic,42,0,0,0,39100.25
0,4,1,0,0,0,1. White Non-Hispanic,29,0,0,0,139186.61
0,4,1,0,0,0,1. White Non-Hispanic,39,0,0,0,81659.359
0,2,0,0,0,0,5. Hispanic,19,0,0,0,36601.063
0,2,0,0,0,0,3. Asian Non-Hispanic,18,0,0,0,153655.25
0,3,1,0,0,0,2. Black Non-Hispanic,60,0,1,1,14322.861
1,2,0,1,0,1,2. Black Non-Hispanic,49,1,0,0,20873.793
0,2,0,0,0,0,1. White Non-Hispanic,84,0,0,0,84592.203
0,2,1,0,0,0,1. White Non-Hispanic,80,0,1,0,113889.52
0,2,1,1,0,0,5. Hispanic,32,1,0,0,21706.25
0,2,1,0,0,0,5. Hispanic,40,0,0,0,207400
1,3,1,1,0,0,1. White Non-Hispanic,51,1,0,1,29506.326
0,1,0,0,0,0,2. Black Non-Hispanic,33,0,0,0,23671.414
0,4,1,0,0,0,2. Black Non-Hispanic,37,0,0,0,77223.703
0,3,1,0,0,0,3. Asian Non-Hispanic,20,0,0,1,37523.73
1,2,0,1,0,0,5. Hispanic,22,1,0,1,17587.73
0,4,1,0,0,0,3. Asian Non-Hispanic,54,0,0,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,32,1,0,0,19069.004
0,1,1,0,0,0,5. Hispanic,41,0,0,0,33123.539
0,2,0,0,0,0,4. Other / MultiRacial,31,1,0,0,50165.5
0,4,1,0,0,0,2. Black Non-Hispanic,58,0,0,0,96441.297
0,4,1,0,0,0,1. White Non-Hispanic,41,0,0,0,104106.05
1,3,0,1,1,0,2. Black Non-Hispanic,,1,0,0,20529.547
0,4,0,0,0,0,1. White Non-Hispanic,55,0,0,0,153397.05
1,1,1,1,1,0,5. Hispanic,52,1,1,1,15445.546
0,3,1,0,0,0,2. Black Non-Hispanic,21,0,0,1,38873.051
0,2,0,0,0,0,1. White Non-Hispanic,53,0,0,0,81391.969
1,3,1,0,0,1,2. Black Non-Hispanic,25,1,0,0,68710.203
0,1,1,0,0,0,2. Black Non-Hispanic,52,0,0,1,21077.043
0,2,0,0,0,0,5. Hispanic,20,0,0,0,53084.906
0,4,0,0,0,0,1. White Non-Hispanic,66,0,0,0,57434.844
0,4,1,0,0,0,1. White Non-Hispanic,40,0,0,0,74864.742
0,4,1,0,0,0,2. Black Non-Hispanic,32,1,0,1,22575.471
0,4,0,0,0,0,1. White Non-Hispanic,23,0,0,1,288.03122
1,4,1,0,0,0,4. Other / MultiRacial,28,1,1,0,37725.117
0,4,1,0,0,0,1. White Non-Hispanic,32,0,0,0,103232.5
0,4,0,0,0,0,5. Hispanic,49,0,0,0,126012.45
0,4,1,0,0,0,3. Asian Non-Hispanic,23,0,0,0,28574.539
1,2,0,1,1,0,4. Other / MultiRacial,42,1,0,0,39139.457
1,2,1,0,0,0,2. Black Non-Hispanic,40,1,0,1,12702.868
1,1,0,1,1,0,1. White Non-Hispanic,50,1,1,1,5244.5137
0,4,1,0,0,0,1. White Non-Hispanic,75,0,0,0,207400
0,4,0,0,0,0,1. White Non-Hispanic,66,0,0,0,132850.3
1,4,1,0,0,0,2. Black Non-Hispanic,41,1,0,0,43534.25
0,4,0,0,0,0,1. White Non-Hispanic,22,0,0,0,132887.22
0,3,0,0,0,1,2. Black Non-Hispanic,49,1,0,0,93810.344
0,3,0,0,0,0,5. Hispanic,57,0,1,0,44913.043
0,4,0,0,0,0,5. Hispanic,24,0,0,1,19624.42
0,1,1,0,0,0,1. White Non-Hispanic,80,0,0,0,46422.453
0,3,1,1,0,0,5. Hispanic,24,1,0,0,72137.781
0,1,1,0,0,0,4. Other / MultiRacial,36,0,0,0,54654.289
0,2,1,1,0,0,5. Hispanic,56,1,0,0,63352
0,4,0,0,0,0,1. White Non-Hispanic,40,0,0,0,113490.3
1,2,0,0,0,0,2. Black Non-Hispanic,27,1,0,0,21417.33
0,1,1,0,0,0,5. Hispanic,56,0,0,0,37073.156
0,3,0,0,0,0,1. White Non-Hispanic,48,0,0,0,133325.31
0,3,1,0,0,1,3. Asian Non-Hispanic,21,1,0,1,-200
0,1,1,1,1,0,2. Black Non-Hispanic,49,1,0,0,25626.012
0,4,1,1,0,0,2. Black Non-Hispanic,65,1,0,0,26503.566
0,4,1,0,0,0,5. Hispanic,26,0,0,1,14038.75
1,1,0,0,0,0,5. Hispanic,34,1,0,1,15099.75
0,4,1,0,0,0,3. Asian Non-Hispanic,43,0,0,0,40705.824
1,4,1,0,0,0,4. Other / MultiRacial,35,1,0,0,152549.22
0,1,0,0,0,0,2. Black Non-Hispanic,60,1,0,0,51461.293
0,4,0,0,0,0,1. White Non-Hispanic,65,0,0,0,75114
0,4,1,0,0,0,3. Asian Non-Hispanic,24,1,0,0,102933.98
1,2,1,1,0,0,2. Black Non-Hispanic,54,1,0,0,90817.25
1,3,0,1,0,0,5. Hispanic,19,1,1,0,34472.305
0,4,0,0,0,0,1. White Non-Hispanic,57,0,0,0,96678
0,2,1,0,0,0,1. White Non-Hispanic,61,0,0,0,99366.938
0,1,1,0,0,0,5. Hispanic,45,0,0,1,5934.8359
0,4,0,0,0,0,3. Asian Non-Hispanic,30,1,0,1,29489.75
0,2,1,0,0,0,2. Black Non-Hispanic,19,0,0,1,25739.531
0,4,1,0,0,0,2. Black Non-Hispanic,40,0,0,0,34127.867
0,4,0,0,0,0,1. White Non-Hispanic,40,0,1,0,86887.078
0,4,0,0,0,0,3. Asian Non-Hispanic,48,1,0,0,73240.5
0,3,1,0,0,0,2. Black Non-Hispanic,18,0,0,1,26148.863
1,1,1,1,1,0,2. Black Non-Hispanic,18,1,0,0,112918.39
0,4,1,1,0,0,5. Hispanic,24,1,0,1,24276.25
1,3,1,1,1,1,5. Hispanic,44,1,1,1,15763.729
0,4,0,0,0,0,4. Other / MultiRacial,44,0,0,0,122003.64
0,4,0,0,0,0,2. Black Non-Hispanic,30,0,0,0,18936
0,1,1,0,0,1,5. Hispanic,41,1,1,1,6093.0249
0,1,1,0,0,0,2. Black Non-Hispanic,63,0,0,0,17218.043
0,2,1,1,0,0,5. Hispanic,52,1,0,1,26048
1,2,1,1,1,0,1. White Non-Hispanic,47,1,1,1,13894.73
1,3,1,1,0,1,1. White Non-Hispanic,21,1,0,0,25340.631
0,2,1,0,1,0,5. Hispanic,40,1,0,1,13620.233
0,2,1,0,0,0,2. Black Non-Hispanic,44,0,0,0,102287.93
0,2,1,0,0,0,1. White Non-Hispanic,18,0,0,0,47803.535
0,4,0,0,0,0,1. White Non-Hispanic,38,0,0,0,99533.297
0,2,1,1,1,0,5. Hispanic,61,1,1,1,4673.5425
0,2,0,0,0,0,5. Hispanic,28,0,0,1,36559.234
0,1,1,0,0,0,2. Black Non-Hispanic,18,0,0,1,17189.494
0,4,1,0,0,0,3. Asian Non-Hispanic,21,1,0,1,4659
0,2,0,0,0,0,2. Black Non-Hispanic,46,0,1,0,19502.773
0,2,0,0,0,1,1. White Non-Hispanic,54,1,0,0,39170.117
0,1,1,0,0,0,2. Black Non-Hispanic,49,0,0,0,34050.492
0,4,1,0,0,0,5. Hispanic,31,0,0,0,89071.828
1,1,0,0,0,1,5. Hispanic,23,1,1,1,11840.377
0,2,1,1,0,0,5. Hispanic,32,1,0,0,52497.172
0,3,0,1,1,1,2. Black Non-Hispanic,33,1,1,0,35964.07
1,2,1,1,1,0,5. Hispanic,24,1,0,0,21065.574
0,1,0,1,1,0,5. Hispanic,72,1,1,1,19926.096
0,1,1,1,0,0,5. Hispanic,65,1,0,0,35291.98
0,2,0,0,0,0,5. Hispanic,40,0,0,0,18760.625
0,1,1,0,0,0,5. Hispanic,58,1,1,1,-4820.627
1,2,1,0,0,0,5. Hispanic,19,1,0,1,10756.36
0,3,1,0,0,0,5. Hispanic,44,0,0,0,207400
0,2,0,0,0,0,5. Hispanic,33,0,0,0,83350.766
0,1,1,0,0,0,3. Asian Non-Hispanic,22,0,0,0,29336.01
1,1,1,0,0,1,5. Hispanic,22,1,0,1,7852.543
0,4,0,0,0,0,3. Asian Non-Hispanic,40,0,0,0,31690.387
0,4,1,0,0,0,5. Hispanic,18,0,0,0,15034.708
0,3,0,0,0,0,2. Black Non-Hispanic,27,0,0,0,76039.203
1,1,0,0,0,0,5. Hispanic,42,1,0,1,15626.822
0,2,0,0,0,0,5. Hispanic,46,0,0,1,16650.32
0,4,0,0,0,0,4. Other / MultiRacial,33,0,0,0,128151.8
0,2,1,0,0,0,5. Hispanic,42,0,0,0,48070.484
0,2,0,1,0,0,2. Black Non-Hispanic,54,1,0,1,5655.5684
0,2,1,0,0,0,5. Hispanic,60,0,0,1,9747
0,2,1,0,0,0,4. Other / MultiRacial,40,0,0,0,124667.05
0,4,0,1,0,0,1. White Non-Hispanic,43,1,0,0,29548.25
0,4,1,0,0,0,2. Black Non-Hispanic,47,0,1,0,52467.078
1,2,0,0,0,1,5. Hispanic,19,1,0,1,13904.588
0,4,1,0,0,0,4. Other / MultiRacial,28,0,0,0,91423.25
0,1,1,0,1,0,5. Hispanic,46,1,0,1,26169.568
0,1,0,0,0,0,5. Hispanic,51,0,1,0,85860.68
0,1,1,1,0,0,5. Hispanic,54,1,1,0,22995.119
0,3,0,0,0,0,1. White Non-Hispanic,27,1,0,0,138768.25
1,1,1,1,1,0,2. Black Non-Hispanic,45,1,0,0,42274.781
0,3,0,0,0,1,5. Hispanic,33,1,0,0,44958.719
0,4,1,0,0,0,1. White Non-Hispanic,48,1,0,0,44984.824
0,4,1,0,0,0,1. White Non-Hispanic,35,0,0,0,108873.88
0,4,0,0,0,0,1. White Non-Hispanic,25,0,0,0,115378.75
0,3,0,0,0,0,2. Black Non-Hispanic,28,0,0,0,18762.91
0,3,0,0,0,0,2. Black Non-Hispanic,35,0,0,1,24814.676
0,2,1,0,0,0,1. White Non-Hispanic,26,0,0,0,26597.619
0,1,1,0,1,0,5. Hispanic,78,1,1,0,26136.18
1,1,1,0,0,1,5. Hispanic,22,1,0,0,58774.402
0,3,0,0,0,0,3. Asian Non-Hispanic,25,0,0,0,99814.883
0,1,0,0,0,0,2. Black Non-Hispanic,70,0,0,0,36275.52
0,2,1,0,0,0,1. White Non-Hispanic,55,0,0,0,31435.211
0,4,1,0,0,0,3. Asian Non-Hispanic,35,0,0,0,207400
0,3,1,0,0,0,2. Black Non-Hispanic,20,0,0,1,26871.002
0,1,1,0,0,0,1. White Non-Hispanic,21,0,0,0,37057.484
0,4,1,0,0,0,2. Black Non-Hispanic,47,0,0,0,116282.2
0,3,0,0,0,0,3. Asian Non-Hispanic,70,0,0,0,116169.26
0,4,0,0,0,0,1. White Non-Hispanic,66,0,0,0,34215.879
0,3,0,0,0,0,5. Hispanic,54,0,1,0,207171.55
0,4,0,0,0,0,4. Other / MultiRacial,27,0,0,0,70861
0,4,0,0,0,0,1. White Non-Hispanic,58,0,0,0,74379.703
0,4,1,0,0,0,2. Black Non-Hispanic,55,0,0,0,131703.5
1,1,0,1,1,1,2. Black Non-Hispanic,53,1,1,1,15334.306
0,4,1,0,0,0,3. Asian Non-Hispanic,20,0,0,0,95794.953
0,4,1,0,0,0,1. White Non-Hispanic,46,0,0,0,79738.25
0,4,1,0,0,0,1. White Non-Hispanic,44,0,1,0,64107.5
0,3,0,1,1,0,2. Black Non-Hispanic,34,1,1,0,43217.328
0,2,0,0,0,0,5. Hispanic,19,0,0,1,9505.1299
0,3,1,0,0,0,5. Hispanic,37,0,1,0,98503.125
0,2,0,0,0,0,2. Black Non-Hispanic,19,0,0,0,42521.738
0,4,0,0,0,0,1. White Non-Hispanic,52,0,0,0,207400
0,4,0,0,0,0,3. Asian Non-Hispanic,58,0,0,0,25849.791
0,4,1,0,0,0,2. Black Non-Hispanic,71,0,1,0,33566.523
1,4,0,0,0,0,3. Asian Non-Hispanic,29,1,0,0,140937.91
0,4,0,0,0,0,1. White Non-Hispanic,73,0,0,0,101788
0,2,0,0,0,0,1. White Non-Hispanic,19,0,0,0,47256.25
0,2,0,0,0,0,2. Black Non-Hispanic,55,0,1,1,8790.7041
0,4,1,0,1,0,3. Asian Non-Hispanic,55,1,1,0,39098.539
0,3,0,0,0,0,3. Asian Non-Hispanic,29,0,1,0,38728.941
0,1,1,0,1,0,5. Hispanic,38,1,0,1,16907.246
0,4,0,0,0,0,2. Black Non-Hispanic,24,0,0,0,33039.25
0,2,0,1,1,0,5. Hispanic,53,1,0,0,16048.773
0,1,0,1,0,0,2. Black Non-Hispanic,53,1,0,0,185746.27
0,4,0,0,0,0,1. White Non-Hispanic,52,0,0,0,127254.2
0,1,1,0,0,0,2. Black Non-Hispanic,38,0,0,0,42711.316
0,4,0,0,0,0,4. Other / MultiRacial,83,0,1,0,116422.3
0,3,1,1,0,0,5. Hispanic,54,1,1,0,25610.449
0,3,1,0,0,0,5. Hispanic,25,0,0,0,101456
1,3,0,1,0,1,5. Hispanic,35,1,0,0,30038.25
0,4,0,1,0,0,5. Hispanic,33,1,0,0,34889.25
0,3,0,1,0,1,2. Black Non-Hispanic,53,1,0,0,32450.232
1,4,0,0,0,1,5. Hispanic,37,1,0,0,28172.25
0,3,0,0,0,0,5. Hispanic,29,0,0,0,37068.883
0,1,0,0,0,0,5. Hispanic,40,1,0,1,18001.639
0,3,0,0,0,0,3. Asian Non-Hispanic,23,0,0,1,7589.478
1,2,0,0,0,0,5. Hispanic,49,1,1,1,18963.555
0,3,1,0,0,0,2. Black Non-Hispanic,79,0,0,0,128174.16
0,2,0,0,0,0,5. Hispanic,43,0,1,1,35555.02
0,4,1,0,0,0,1. White Non-Hispanic,30,0,0,0,137548.25
1,2,0,0,0,0,5. Hispanic,56,1,0,0,38874.25
0,4,1,0,0,0,3. Asian Non-Hispanic,21,0,0,0,88578.703
0,2,0,0,0,0,5. Hispanic,29,0,0,1,21221.035
0,3,1,0,0,0,5. Hispanic,24,0,0,0,30686.348
0,4,0,0,0,0,1. White Non-Hispanic,23,0,0,0,207400
0,1,1,0,0,1,5. Hispanic,24,1,0,0,101413.14
0,3,1,0,0,0,5. Hispanic,18,0,0,0,43175.141
0,4,0,0,0,0,3. Asian Non-Hispanic,24,0,0,1,20075
0,1,1,0,0,0,1. White Non-Hispanic,35,0,0,0,33016.59
0,3,0,0,0,1,1. White Non-Hispanic,36,1,0,0,50278.5
0,1,1,0,1,0,5. Hispanic,36,1,0,1,24270.551
0,2,0,0,0,0,2. Black Non-Hispanic,63,0,0,0,25735.465
0,4,1,0,0,0,2. Black Non-Hispanic,48,1,0,0,91178.508
0,2,1,0,0,0,1. White Non-Hispanic,25,0,1,0,207400
0,4,1,1,0,0,2. Black Non-Hispanic,56,1,0,0,43527.914
0,4,0,0,0,0,3. Asian Non-Hispanic,29,0,0,0,68838.5
0,1,1,0,0,1,5. Hispanic,33,1,0,1,11973.906
1,3,0,1,0,0,5. Hispanic,33,1,1,0,35718.664
0,4,0,0,0,0,3. Asian Non-Hispanic,33,0,0,0,86655.555
0,1,0,0,1,0,4. Other / MultiRacial,52,1,0,1,5706.6899
0,4,1,0,0,0,3. Asian Non-Hispanic,25,0,0,1,0
0,4,1,0,0,0,1. White Non-Hispanic,30,0,0,0,29753.25
1,3,1,1,1,0,2. Black Non-Hispanic,47,1,1,1,16790.506
0,4,1,0,0,0,2. Black Non-Hispanic,42,0,0,0,119011.77
0,4,1,0,0,0,1. White Non-Hispanic,34,0,0,0,34978.012
