imp_billindsev,imp_educat,imp_female,imp_financindsev,imp_foodindsev,imp_houseindsev,imp_race,r_age,sevhard,sevhealthd,spmpov,spmres
0,3,1,0,0,1,4. Other / MultiRacial,23,1,1,0,45996.008
0,4,0,0,0,0,1. White Non-Hispanic,45,0,0,1,-4729.8096
0,4,1,0,0,0,1. White Non-Hispanic,57,0,0,0,87188.047
0,4,1,0,0,0,1. White Non-Hispanic,66,0,1,0,79934.156
0,3,1,0,0,0,1. White Non-Hispanic,51,0,0,1,24201.658
1,4,1,0,0,0,2. Black Non-Hispanic,42,1,0,0,61493.25
0,2,0,0,0,0,1. White Non-Hispanic,,0,0,0,24350.041
0,4,1,0,0,0,2. Black Non-Hispanic,43,0,0,0,39610.25
0,2,0,0,0,0,1. White Non-Hispanic,38,0,0,0,28478
0,3,0,0,0,0,2. Black Non-Hispanic,45,0,0,0,35658.25
0,1,1,1,1,0,5. Hispanic,42,1,1,0,23501.488
0,4,0,0,0,0,1. White Non-Hispanic,55,0,0,0,51903.078
0,4,1,0,0,0,2. Black Non-Hispanic,64,0,1,0,43028.043
0,2,1,0,0,0,1. White Non-Hispanic,42,0,0,0,185154.5
0,4,1,0,0,0,5. Hispanic,63,0,1,0,25418
1,2,0,1,0,0,2. Black Non-Hispanic,24,1,0,1,32836.973
0,2,0,1,1,0,5. Hispanic,39,1,0,1,20352.465
0,3,1,0,0,0,4. Other / MultiRacial,,0,0,0,50084.5
0,4,0,0,0,0,1. White Non-Hispanic,80,0,1,1,24000
0,3,1,0,1,0,5. Hispanic,54,1,0,0,51188
1,2,1,1,0,0,2. Black Non-Hispanic,50,1,0,0,44348.25
0,4,1,0,0,0,1. White Non-Hispanic,59,0,1,0,183914.44
0,4,0,0,0,0,1. White Non-Hispanic,31,0,0,0,72951.797
1,4,0,0,0,0,4. Other / MultiRacial,38,1,0,1,75
0,4,0,0,0,0,1. White Non-Hispanic,33,0,0,0,83134.18
0,2,1,0,0,0,1. White Non-Hispanic,66,0,0,0,137856.28
0,2,1,0,0,0,5. Hispanic,73,0,0,0,138313.59
0,1,0,0,0,0,1. White Non-Hispanic,54,0,1,1,13906.86
0,3,0,0,0,0,1. White Non-Hispanic,60,0,0,1,103.37643
0,4,1,0,0,0,2. Black Non-Hispanic,67,0,0,0,177201.3
0,4,1,0,0,0,5. Hispanic,26,0,0,0,112627.74
0,4,0,0,0,0,1. White Non-Hispanic,85,0,0,0,186000
0,4,1,0,0,0,1. White Non-Hispanic,58,0,0,0,35944.875
0,4,1,0,0,0,1. White Non-Hispanic,37,0,0,0,149549.7
0,2,1,0,0,0,2. Black Non-Hispanic,52,0,1,0,45145.789
0,2,1,0,0,0,1. White Non-Hispanic,65,0,0,0,142366.64
1,4,1,0,0,0,5. Hispanic,54,1,0,1,15636.625
0,4,1,0,0,0,5. Hispanic,29,1,0,0,56369.5
0,1,1,0,0,0,5. Hispanic,73,0,1,0,59327.23
0,2,1,1,1,0,5. Hispanic,53,1,0,0,40579.234
0,1,0,0,0,0,5. Hispanic,75,0,1,0,29057.486
1,3,1,1,0,0,2. Black Non-Hispanic,37,1,0,0,76857.828
0,4,1,0,0,0,1. White Non-Hispanic,80,0,0,0,136870.28
0,4,1,0,0,0,1. White Non-Hispanic,70,0,0,0,207400
0,1,1,0,0,0,5. Hispanic,67,0,1,1,3599.98
0,1,0,0,1,0,5. Hispanic,52,1,1,1,99.035004
0,4,1,0,0,0,5. Hispanic,38,1,0,0,79885.359
0,1,1,1,0,0,5. Hispanic,50,1,0,0,39255.406
0,3,1,0,0,0,5. Hispanic,43,1,1,1,35845.852
0,4,1,0,0,0,4. Other / MultiRacial,34,0,1,1,14337.139
0,1,0,0,0,0,5. Hispanic,32,0,0,1,18359.49
0,2,1,0,0,0,5. Hispanic,62,0,0,0,108601.27
0,4,0,0,0,0,5. Hispanic,55,0,0,0,42209.941
1,4,1,1,1,0,2. Black Non-Hispanic,35,1,0,0,23296.25
0,2,0,0,1,0,5. Hispanic,18,1,0,1,39059.871
0,4,0,0,0,0,1. White Non-Hispanic,39,0,0,0,207400
0,3,1,0,0,0,5. Hispanic,59,1,0,1,16423.039
1,3,1,0,0,0,2. Black Non-Hispanic,60,1,1,1,22029.326
0,4,1,0,0,0,1. White Non-Hispanic,61,0,0,0,207400
0,3,0,1,0,0,5. Hispanic,57,1,0,0,207400
0,4,0,0,0,0,1. White Non-Hispanic,71,0,1,0,77528.789
0,3,1,0,0,0,2. Black Non-Hispanic,25,0,0,1,14618.939
0,4,1,0,0,0,1. White Non-Hispanic,57,0,0,0,25756.951
0,4,1,1,0,1,2. Black Non-Hispanic,33,1,0,0,121584.2
1,4,1,1,1,0,2. Black Non-Hispanic,54,1,1,1,5211.6797
0,2,0,0,0,0,5. Hispanic,19,0,0,1,15963.111
0,1,0,1,1,0,5. Hispanic,68,1,1,0,32720.35
0,2,1,1,1,0,5. Hispanic,43,1,0,0,39375.613
0,2,1,1,1,0,5. Hispanic,40,1,0,0,79363.719
1,4,1,1,1,0,4. Other / MultiRacial,50,1,1,0,135890.56
0,2,1,1,0,0,2. Black Non-Hispanic,34,1,0,1,30738.736
0,2,1,1,1,0,5. Hispanic,45,1,0,0,48574.242
0,2,0,0,1,0,5. Hispanic,42,1,0,1,20380.008
1,2,1,0,1,0,5. Hispanic,39,1,0,1,9245
0,1,1,0,1,0,3. Asian Non-Hispanic,53,1,1,0,21015.264
1,3,0,0,0,0,2. Black Non-Hispanic,50,1,0,0,23702.5
0,3,1,0,0,0,1. White Non-Hispanic,73,0,0,0,144686.83
1,3,0,0,1,0,2. Black Non-Hispanic,70,1,1,1,23017.334
0,2,1,1,1,0,5. Hispanic,28,1,0,1,8466.1494
0,4,1,0,0,0,2. Black Non-Hispanic,61,1,0,0,107126.69
0,3,1,0,0,0,2. Black Non-Hispanic,23,0,0,0,50273.445
0,3,1,0,0,0,4. Other / MultiRacial,51,0,0,0,121679.82
0,3,1,0,0,0,5. Hispanic,24,0,1,1,2974.4817
1,4,1,1,0,0,2. Black Non-Hispanic,51,1,0,0,117599.2
0,4,1,0,0,0,1. White Non-Hispanic,57,0,0,0,207400
0,4,1,0,0,0,2. Black Non-Hispanic,56,1,0,0,94592.141
0,4,0,0,0,0,1. White Non-Hispanic,57,0,0,0,105617.71
0,2,1,0,0,0,2. Black Non-Hispanic,87,0,1,0,99162.477
0,2,1,0,0,1,2. Black Non-Hispanic,23,1,0,0,84321.891
0,4,1,0,0,0,1. White Non-Hispanic,55,0,0,0,91587.313
0,4,1,0,0,0,1. White Non-Hispanic,43,0,0,0,207400
0,2,0,0,0,0,1. White Non-Hispanic,33,0,0,0,78938.023
0,4,1,0,0,0,2. Black Non-Hispanic,57,0,0,0,52994.641
0,4,1,1,0,0,2. Black Non-Hispanic,65,1,0,0,143172
0,2,1,0,0,0,2. Black Non-Hispanic,43,1,0,1,25194.133
0,4,1,0,0,0,1. White Non-Hispanic,51,0,0,0,50496.25
0,4,1,1,1,0,2. Black Non-Hispanic,53,1,0,0,59859.055
0,4,0,0,0,0,1. White Non-Hispanic,85,0,0,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,50,0,1,0,25526.732
0,3,1,0,1,0,2. Black Non-Hispanic,48,1,0,0,60709.41
1,3,1,0,0,0,2. Black Non-Hispanic,30,1,0,0,77722.242
1,1,0,0,0,0,3. Asian Non-Hispanic,58,1,0,0,197060.88
0,4,1,0,0,0,2. Black Non-Hispanic,29,0,0,0,91750.867
0,4,1,0,0,0,1. White Non-Hispanic,54,0,0,0,150180.48
0,2,0,0,0,0,2. Black Non-Hispanic,54,0,0,0,37653.25
0,3,0,0,0,0,3. Asian Non-Hispanic,52,0,1,0,76467.063
0,3,1,1,0,0,1. White Non-Hispanic,48,1,0,0,28953.336
0,2,1,0,0,0,3. Asian Non-Hispanic,76,0,0,0,23759.273
0,1,1,1,1,0,2. Black Non-Hispanic,75,1,1,1,10267.61
0,4,1,0,0,0,2. Black Non-Hispanic,62,0,1,1,32252.178
1,4,1,0,0,0,3. Asian Non-Hispanic,45,1,0,0,72106.883
0,4,1,0,0,0,1. White Non-Hispanic,48,0,0,0,41048.25
0,4,1,0,0,0,2. Black Non-Hispanic,42,0,0,0,136232.88
0,4,1,1,1,0,2. Black Non-Hispanic,47,1,1,1,12527.978
0,2,0,1,0,0,2. Black Non-Hispanic,69,1,0,0,20452.902
0,1,1,0,0,0,5. Hispanic,78,0,0,1,-627.08051
0,4,1,0,0,0,1. White Non-Hispanic,85,0,0,0,54047.832
1,4,1,1,1,0,5. Hispanic,53,1,0,1,366.75
0,3,0,1,0,0,1. White Non-Hispanic,56,1,0,0,108592.34
1,2,0,0,0,0,3. Asian Non-Hispanic,57,1,1,1,20404.5
0,4,0,0,0,0,5. Hispanic,42,0,1,0,16842.77
0,4,0,0,0,0,3. Asian Non-Hispanic,56,0,0,0,56265.758
0,2,1,0,0,0,2. Black Non-Hispanic,81,0,0,0,16333.61
1,4,1,0,0,0,2. Black Non-Hispanic,41,1,0,0,61273.238
1,2,1,0,0,0,5. Hispanic,21,1,0,0,47688.852
0,4,1,0,0,0,1. White Non-Hispanic,50,0,0,0,29846.502
0,4,1,0,0,0,1. White Non-Hispanic,57,0,0,1,-10000
0,4,1,0,0,0,1. White Non-Hispanic,64,0,1,0,207400
0,4,0,0,0,0,1. White Non-Hispanic,58,0,0,0,45819.25
0,2,1,1,1,0,5. Hispanic,50,1,1,1,17050.809
0,4,1,1,0,0,2. Black Non-Hispanic,45,1,0,0,47361.836
0,4,1,0,0,0,2. Black Non-Hispanic,62,0,0,0,133114.75
0,3,0,0,0,0,3. Asian Non-Hispanic,26,0,0,0,55333.445
0,2,0,1,0,0,2. Black Non-Hispanic,18,1,0,1,21259.416
0,3,1,0,0,0,2. Black Non-Hispanic,60,0,0,1,14261.239
0,4,0,0,0,0,3. Asian Non-Hispanic,,0,0,0,56321.48
0,4,1,0,0,0,1. White Non-Hispanic,56,0,0,0,171922.41
0,4,1,0,0,0,2. Black Non-Hispanic,39,0,0,0,56991.063
0,2,1,0,0,0,2. Black Non-Hispanic,54,0,1,0,35313.043
0,3,1,0,0,0,5. Hispanic,27,0,0,1,5942.6079
0,4,1,0,0,0,4. Other / MultiRacial,75,0,0,0,207400
0,1,1,0,0,0,5. Hispanic,37,0,0,0,38751.734
0,4,1,0,0,0,2. Black Non-Hispanic,84,0,1,0,16470.361
0,2,1,0,0,0,1. White Non-Hispanic,55,1,0,0,124547
0,2,1,1,0,1,2. Black Non-Hispanic,27,1,0,0,82550.195
0,4,1,1,0,0,4. Other / MultiRacial,51,1,1,0,41264.25
0,1,1,0,0,0,5. Hispanic,34,0,0,0,36011.215
0,4,1,0,0,0,2. Black Non-Hispanic,51,1,0,0,79978.805
0,2,0,0,0,0,2. Black Non-Hispanic,56,0,0,1,30527.07
0,3,1,1,0,0,2. Black Non-Hispanic,44,1,0,0,87061.375
0,4,1,0,0,0,1. White Non-Hispanic,34,1,1,0,31411.604
1,3,1,0,1,0,1. White Non-Hispanic,43,1,0,0,88805.25
0,2,1,1,1,0,2. Black Non-Hispanic,61,1,0,0,60075
0,3,1,0,0,0,2. Black Non-Hispanic,62,0,0,0,33073.078
0,3,1,0,0,0,3. Asian Non-Hispanic,32,0,0,0,94867.156
0,3,1,0,0,0,1. White Non-Hispanic,62,1,1,0,87699.594
1,3,1,1,0,0,5. Hispanic,49,1,1,0,31776.789
0,4,0,0,0,0,1. White Non-Hispanic,65,1,1,0,51049.398
0,4,1,0,0,0,5. Hispanic,58,1,0,1,18853.408
0,2,1,0,0,0,5. Hispanic,57,0,1,0,38990.242
0,4,1,0,0,0,1. White Non-Hispanic,56,0,0,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,71,0,1,0,83455.508
0,4,1,0,0,0,1. White Non-Hispanic,49,0,0,0,50358.699
0,3,0,1,1,0,5. Hispanic,55,1,0,0,35821.387
0,4,1,0,0,0,5. Hispanic,45,0,0,0,53267.25
0,4,1,0,0,0,5. Hispanic,54,0,1,0,38291.461
0,4,1,0,0,0,1. White Non-Hispanic,43,0,0,0,55182.25
0,2,1,1,0,0,5. Hispanic,55,1,0,0,123137.05
0,3,1,1,0,0,5. Hispanic,63,1,1,0,20231.273
0,1,1,1,0,0,5. Hispanic,74,1,1,0,27782.953
0,4,0,0,0,0,3. Asian Non-Hispanic,24,0,0,0,49853.25
0,1,1,0,0,0,5. Hispanic,57,0,0,0,27560.25
0,4,0,0,0,0,1. White Non-Hispanic,46,0,0,0,55540.25
0,4,1,0,0,0,1. White Non-Hispanic,82,0,0,0,42559.789
0,2,0,0,0,0,2. Black Non-Hispanic,73,0,0,1,33666.051
0,3,1,0,0,0,4. Other / MultiRacial,26,0,0,0,52463.219
0,4,0,0,0,0,1. White Non-Hispanic,55,0,0,0,29713.568
0,2,1,0,0,0,2. Black Non-Hispanic,91,0,0,0,117470.64
0,3,0,0,0,0,1. White Non-Hispanic,67,0,0,0,19451.84
0,3,0,1,1,0,5. Hispanic,53,1,1,0,32474.152
0,4,0,0,0,0,1. White Non-Hispanic,50,0,0,0,73545.219
0,2,1,0,0,0,2. Black Non-Hispanic,35,0,0,1,20679.369
0,4,1,0,0,0,1. White Non-Hispanic,64,0,0,0,110699.2
0,4,0,0,0,0,1. White Non-Hispanic,76,0,1,0,86246.258
0,3,0,0,0,0,3. Asian Non-Hispanic,53,0,0,0,61411.5
0,4,1,0,0,0,1. White Non-Hispanic,49,0,0,0,99362.828
1,2,1,1,1,0,2. Black Non-Hispanic,44,1,0,0,17890.523
0,4,0,0,0,0,1. White Non-Hispanic,80,0,0,0,54095.98
0,2,1,0,0,0,5. Hispanic,62,0,0,0,77337.734
0,4,1,0,0,0,5. Hispanic,63,0,0,1,10324.566
0,3,1,0,0,0,5. Hispanic,47,0,0,0,34856.074
0,2,1,0,0,0,1. White Non-Hispanic,66,0,1,0,17522.064
0,4,0,0,0,0,2. Black Non-Hispanic,68,0,0,0,148155.77
0,4,1,0,0,0,4. Other / MultiRacial,72,0,0,0,74619.75
0,2,1,1,1,0,1. White Non-Hispanic,61,1,1,0,19980.652
0,2,1,0,0,0,5. Hispanic,64,0,1,0,20951.637
0,4,1,0,0,0,2. Black Non-Hispanic,42,0,0,0,94583.797
0,2,0,1,0,0,1. White Non-Hispanic,29,1,0,0,70055.922
0,4,1,0,0,0,4. Other / MultiRacial,26,0,0,0,38290.266
1,2,1,0,0,0,4. Other / MultiRacial,30,1,1,0,47142.57
0,3,1,0,0,0,2. Black Non-Hispanic,49,0,0,0,79138.359
0,4,1,0,0,0,1. White Non-Hispanic,49,0,0,0,129969.2
0,3,1,0,0,0,5. Hispanic,34,0,0,0,49553.5
0,1,1,1,0,0,5. Hispanic,68,1,1,1,18002.484
0,4,0,0,0,0,1. White Non-Hispanic,55,0,0,0,68038.703
0,1,1,0,0,0,5. Hispanic,44,1,0,0,41036.809
0,2,1,0,0,0,4. Other / MultiRacial,52,0,0,0,42666.227
0,2,1,0,0,0,1. White Non-Hispanic,72,0,0,1,9950
0,4,1,0,0,0,2. Black Non-Hispanic,58,0,0,0,62661.871
0,4,1,1,0,0,2. Black Non-Hispanic,52,1,0,0,46584.559
0,1,1,1,0,0,5. Hispanic,53,1,1,0,27767.781
0,4,1,1,0,0,1. White Non-Hispanic,39,1,0,0,36602.398
0,2,1,0,0,0,2. Black Non-Hispanic,73,0,0,0,57773.98
0,4,1,0,0,0,2. Black Non-Hispanic,31,0,0,0,45290.25
0,4,0,0,0,0,2. Black Non-Hispanic,48,0,0,0,103291.75
0,4,0,0,0,0,1. White Non-Hispanic,34,0,0,0,207400
0,3,1,0,0,0,5. Hispanic,56,0,0,0,44108.25
0,1,1,0,0,0,5. Hispanic,49,0,0,0,24823.5
0,2,0,0,0,0,5. Hispanic,19,0,0,1,21943.85
0,3,1,0,0,0,1. White Non-Hispanic,,0,0,0,45000
0,3,1,1,0,0,5. Hispanic,50,1,1,0,99094.852
0,3,0,0,0,0,5. Hispanic,64,0,0,1,9676
1,2,0,0,0,0,2. Black Non-Hispanic,37,1,0,0,33005.078
0,4,0,0,0,0,1. White Non-Hispanic,62,0,0,0,108207.3
0,1,0,0,0,0,4. Other / MultiRacial,18,0,0,0,64075.336
0,2,1,0,0,0,2. Black Non-Hispanic,88,0,1,0,125766.93
0,4,1,0,0,0,1. White Non-Hispanic,60,0,0,0,192581.61
0,4,1,1,0,0,2. Black Non-Hispanic,60,1,0,0,32229.293
0,4,1,0,0,0,1. White Non-Hispanic,71,0,0,0,202586.81
0,4,0,0,0,0,1. White Non-Hispanic,69,0,0,1,8703.9805
1,3,1,1,0,0,2. Black Non-Hispanic,28,1,0,0,60011.004
0,1,1,0,0,0,5. Hispanic,38,0,1,1,16204.98
0,1,0,0,0,0,5. Hispanic,80,0,0,1,30999.789
0,2,1,0,0,0,2. Black Non-Hispanic,63,0,1,0,71109.43
0,4,1,0,0,0,5. Hispanic,25,0,0,0,54266.852
0,2,1,0,0,0,5. Hispanic,63,0,1,0,52026.313
0,2,1,0,1,0,1. White Non-Hispanic,80,1,0,0,28670.693
1,4,1,0,0,0,5. Hispanic,70,1,1,0,39441.77
0,2,1,1,1,0,5. Hispanic,58,1,1,0,34856.34
0,3,1,0,0,0,2. Black Non-Hispanic,82,0,0,0,122438.16
0,4,0,0,0,0,2. Black Non-Hispanic,40,0,0,0,30678.293
0,4,1,1,0,0,2. Black Non-Hispanic,39,1,1,0,67370.25
1,4,1,1,1,0,2. Black Non-Hispanic,60,1,0,1,12317.882
0,4,1,0,0,0,1. White Non-Hispanic,62,0,1,0,75886
0,4,1,1,1,0,3. Asian Non-Hispanic,,1,1,0,58450.383
0,3,0,0,0,0,1. White Non-Hispanic,51,0,0,0,73559.266
0,1,1,0,1,0,5. Hispanic,51,1,1,0,24409
0,1,0,0,0,0,2. Black Non-Hispanic,18,0,0,0,69443.586
0,1,1,1,1,0,5. Hispanic,43,1,1,1,17824.109
0,4,1,0,0,0,2. Black Non-Hispanic,62,0,0,0,83848.914
0,3,0,0,0,0,1. White Non-Hispanic,51,0,1,0,56859.734
0,4,0,0,0,0,4. Other / MultiRacial,49,0,0,0,126004.58
0,4,1,0,0,0,5. Hispanic,53,0,0,1,33965.934
0,2,1,0,1,0,2. Black Non-Hispanic,25,1,1,1,17086.82
0,1,1,0,0,0,5. Hispanic,49,0,0,1,36725.934
0,3,1,1,1,0,2. Black Non-Hispanic,54,1,1,0,23021.5
0,3,1,1,0,0,1. White Non-Hispanic,30,1,0,0,80119.844
0,2,1,0,0,0,5. Hispanic,54,0,0,1,30614.789
0,3,1,0,0,0,4. Other / MultiRacial,36,0,1,0,158247.33
0,4,1,0,0,0,1. White Non-Hispanic,44,0,0,0,207400
0,3,1,1,0,0,1. White Non-Hispanic,58,1,1,0,72421.297
0,1,1,0,0,0,4. Other / MultiRacial,71,0,1,1,21707.77
0,1,1,0,0,0,5. Hispanic,53,0,1,0,19890.023
0,4,1,0,0,0,3. Asian Non-Hispanic,80,0,0,1,10899.98
0,2,0,0,0,0,2. Black Non-Hispanic,59,0,1,0,60246.324
0,4,0,0,0,0,3. Asian Non-Hispanic,58,0,0,0,136054.16
0,4,1,0,0,0,1. White Non-Hispanic,66,0,0,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,34,0,0,0,76967.859
0,2,1,0,0,0,1. White Non-Hispanic,88,0,1,0,22844.557
0,2,1,0,1,0,5. Hispanic,46,1,0,0,82708.25
0,4,0,0,0,0,1. White Non-Hispanic,40,0,0,0,127280.6
0,4,0,0,0,0,1. White Non-Hispanic,46,0,0,0,127023.96
0,4,1,0,0,0,1. White Non-Hispanic,69,0,0,0,134374.91
0,4,1,0,0,0,1. White Non-Hispanic,88,0,0,0,94612.398
0,3,1,0,0,0,1. White Non-Hispanic,55,0,0,0,107597.77
0,3,0,0,0,1,1. White Non-Hispanic,47,1,0,0,92506.102
0,3,1,0,1,0,5. Hispanic,46,1,0,0,65408.969
0,2,1,0,0,0,1. White Non-Hispanic,74,0,0,0,33663.246
0,4,1,0,0,0,2. Black Non-Hispanic,62,1,0,0,143407.25
0,3,1,0,0,0,1. White Non-Hispanic,79,0,0,0,21392
1,2,0,1,0,0,2. Black Non-Hispanic,51,1,0,1,35958
0,1,1,0,0,0,5. Hispanic,75,0,1,0,15318.114
0,2,0,0,0,0,2. Black Non-Hispanic,57,0,0,0,52383.5
0,4,1,0,0,0,1. White Non-Hispanic,37,1,0,0,22517.189
0,4,0,0,0,0,1. White Non-Hispanic,73,0,1,0,185778.27
0,1,0,0,0,0,1. White Non-Hispanic,51,0,1,1,5564.5488
0,4,1,0,0,0,2. Black Non-Hispanic,71,0,0,0,207400
0,4,1,1,1,0,1. White Non-Hispanic,75,1,0,0,171209.66
0,2,1,0,0,0,2. Black Non-Hispanic,41,0,0,0,69530.266
0,2,1,0,1,0,5. Hispanic,59,1,0,0,47467.57
0,4,0,0,0,0,1. White Non-Hispanic,68,0,0,0,90314.695
0,4,1,0,0,0,1. White Non-Hispanic,27,1,0,0,91000.375
0,1,1,0,0,0,2. Black Non-Hispanic,43,0,0,1,20207.73
1,4,1,1,1,0,5. Hispanic,38,1,1,0,23098.08
0,1,1,0,0,0,5. Hispanic,85,0,1,1,10778.023
0,3,0,0,0,0,1. White Non-Hispanic,50,0,1,1,6876
0,4,1,0,0,0,5. Hispanic,56,0,0,0,54309.48
0,4,1,0,0,0,5. Hispanic,55,0,0,1,35639.637
0,4,0,0,0,0,1. White Non-Hispanic,26,0,0,0,58975.758
0,4,1,0,0,0,1. White Non-Hispanic,35,1,0,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,55,0,0,0,99240.398
1,3,0,0,0,0,2. Black Non-Hispanic,26,1,0,0,67310.07
0,4,0,0,0,0,5. Hispanic,47,0,0,1,4302.3901
0,4,0,0,0,0,5. Hispanic,60,0,0,0,207400
0,4,0,0,0,0,1. White Non-Hispanic,83,0,0,1,12528.27
0,4,1,0,0,0,1. White Non-Hispanic,38,0,0,0,207400
0,1,1,1,1,0,5. Hispanic,,1,0,1,-3102.7944
0,2,0,0,0,0,2. Black Non-Hispanic,51,0,0,0,207400
0,4,1,0,0,0,2. Black Non-Hispanic,,0,0,0,184095.48
0,4,0,0,0,0,2. Black Non-Hispanic,55,0,0,1,4663
0,4,0,0,0,0,2. Black Non-Hispanic,57,0,1,0,207400
0,3,1,0,0,0,1. White Non-Hispanic,82,0,0,0,26934.98
0,4,1,0,0,0,1. White Non-Hispanic,44,0,0,0,58899.91
1,2,0,1,1,1,5. Hispanic,33,1,0,0,54525.539
0,4,1,0,0,0,5. Hispanic,31,0,0,0,47408.367
0,4,1,0,0,0,2. Black Non-Hispanic,58,0,0,0,131668.06
0,4,1,0,0,0,5. Hispanic,33,0,0,0,207400
0,2,1,0,0,0,1. White Non-Hispanic,56,0,0,0,73102.266
0,4,1,0,0,0,2. Black Non-Hispanic,70,0,0,0,59879.672
0,2,0,0,1,0,1. White Non-Hispanic,35,1,0,0,129481.21
0,3,0,0,0,0,2. Black Non-Hispanic,83,0,0,0,90954.078
0,2,1,0,0,0,2. Black Non-Hispanic,76,0,0,0,15205.98
0,4,0,0,0,0,1. White Non-Hispanic,31,0,0,0,30844.92
1,2,1,0,1,0,4. Other / MultiRacial,62,1,1,1,24955.527
0,4,1,0,0,0,1. White Non-Hispanic,24,0,1,1,22357.273
0,2,1,0,0,0,5. Hispanic,29,0,0,0,42570.723
0,4,0,0,0,0,1. White Non-Hispanic,52,0,0,0,100115.7
0,2,0,0,0,0,2. Black Non-Hispanic,67,0,0,0,48642.75
0,4,1,0,0,0,4. Other / MultiRacial,28,0,0,0,66724.602
0,1,1,1,1,0,5. Hispanic,48,1,0,0,23272.686
0,3,1,0,0,0,5. Hispanic,55,0,1,0,95870.117
0,4,1,0,0,0,1. White Non-Hispanic,52,0,0,0,58636.602
0,4,1,0,0,0,1. White Non-Hispanic,63,0,0,0,63388.805
0,2,0,0,0,0,5. Hispanic,74,0,0,0,58589.035
0,4,0,0,0,0,1. White Non-Hispanic,72,0,0,0,94500
0,4,1,0,0,0,1. White Non-Hispanic,60,0,0,0,95586.703
0,3,1,0,0,0,1. White Non-Hispanic,48,0,0,0,161604.89
0,3,1,0,0,0,2. Black Non-Hispanic,69,0,0,0,54463.23
0,4,1,0,0,0,4. Other / MultiRacial,31,0,0,0,135394.56
0,3,0,0,0,0,1. White Non-Hispanic,23,0,0,0,144223.86
0,4,1,0,0,0,3. Asian Non-Hispanic,42,0,0,0,207400
0,4,1,0,0,0,1. White Non-Hispanic,62,0,0,0,69621
0,4,0,0,0,0,1. White Non-Hispanic,73,0,0,0,73689.969
0,3,0,0,0,0,1. White Non-Hispanic,37,0,0,0,48754.199
1,2,0,0,1,0,2. Black Non-Hispanic,28,1,1,0,59413.754
0,4,0,0,0,0,5. Hispanic,37,0,0,0,64807.25
0,4,0,0,0,0,2. Black Non-Hispanic,71,0,0,0,48500
0,4,0,0,0,0,3. Asian Non-Hispanic,62,0,0,0,45910.391
0,4,1,0,0,0,1. White Non-Hispanic,,0,0,0,130986.94
0,4,1,0,0,0,4. Other / MultiRacial,41,1,0,1,2281
0,4,0,0,0,0,1. White Non-Hispanic,38,0,0,0,73754
0,3,1,1,0,1,2. Black Non-Hispanic,32,1,0,0,30422.555
0,3,1,0,0,0,2. Black Non-Hispanic,78,0,1,0,17350.023
0,1,1,0,0,0,5. Hispanic,66,0,1,1,601.22784
0,3,1,1,0,0,1. White Non-Hispanic,56,1,0,1,19977.25
0,4,1,0,0,0,2. Black Non-Hispanic,50,0,0,0,44336.25
0,3,0,0,0,0,1. White Non-Hispanic,63,0,0,0,73073.5
0,4,1,0,0,0,1. White Non-Hispanic,54,0,0,0,169872.2
0,4,1,0,0,0,2. Black Non-Hispanic,35,0,0,0,60485.852
1,3,1,0,0,0,5. Hispanic,21,1,0,1,20197.219
0,4,0,0,0,0,1. White Non-Hispanic,35,0,0,0,160638.8
0,1,1,0,0,0,2. Black Non-Hispanic,64,0,0,1,26419.277
0,4,1,0,0,0,2. Black Non-Hispanic,25,0,0,1,10596.208
0,3,1,1,0,0,1. White Non-Hispanic,30,1,0,1,5244.54
0,3,1,0,0,0,1. White Non-Hispanic,81,0,0,0,30300
0,4,0,0,0,0,1. White Non-Hispanic,64,0,0,0,207400
0,3,1,1,1,0,5. Hispanic,27,1,0,0,31763.867
0,3,1,0,0,0,4. Other / MultiRacial,,0,0,0,18935.502
0,1,1,1,0,0,2. Black Non-Hispanic,66,1,0,0,30077.035
0,3,0,0,0,0,2. Black Non-Hispanic,35,0,0,0,61430.418
1,1,1,1,0,0,4. Other / MultiRacial,62,1,0,1,13212.827
0,4,1,0,0,0,2. Black Non-Hispanic,46,0,0,0,33984.25
0,3,0,0,0,0,2. Black Non-Hispanic,38,0,0,0,77972.203
0,4,1,0,0,0,1. White Non-Hispanic,45,0,0,0,61116
0,4,0,0,0,0,2. Black Non-Hispanic,66,0,0,0,78216
0,4,1,0,0,1,1. White Non-Hispanic,40,1,0,0,85412.273
0,4,1,0,0,0,1. White Non-Hispanic,62,0,0,1,13209.88
0,4,1,0,0,1,5. Hispanic,28,1,0,0,155804.59
0,3,0,0,0,0,2. Black Non-Hispanic,48,0,0,0,19499.5
0,2,0,0,0,0,2. Black Non-Hispanic,22,0,0,0,114209.68
0,2,0,0,0,0,2. Black Non-Hispanic,24,0,1,0,133684.13
0,2,1,1,1,0,1. White Non-Hispanic,47,1,1,1,11551.961
0,3,1,0,0,0,4. Other / MultiRacial,18,0,0,0,65794.289
0,4,1,1,1,0,2. Black Non-Hispanic,45,1,0,1,22052.529
0,4,1,1,0,0,2. Black Non-Hispanic,54,1,0,0,157753.25
